alt press den temp eddy S2 CH3CO H2S H2CCO C2 N2O5 S C2H HNO2 C2H5 H2CO CH2OH HCS CH2CN HC3N C4H2 OH CH3S C4H5 O2 N S8 H2O2 CH3 CH CH3CN NCO H2O NS O_1 NH2 HNCO C4H3 C S4 H2SO4 NO CN C2H3CN HCO SO HS2 HNO3 CH2 CS2 C2H2 NO2 CH3O O3 H C3H3 CH3CHO CS C2H4 NO3 He SO2 O CO2 CH3OOH N_2D C6H5 CH3O2 HCN NH HNO CH4 NH3 H2CN CH2NH C3H4 SO3 HSO C3H2 CH2_1 C6H6 S3 C2H6 S2O N2O COS N2H H2 C2H3 N2H3 CH3OH N2H4 CO N2H2 HO2 N2 CH3SH HCCO SH HSO3 CH2NH2 CH3NH2 H2Oaer H2SO4aer H2Oaer_r H2SO4aer_r
8.82022074e+01 2.29000000e+00 8.72509336e+13 1.90100000e+02 1.12000000e+05 2.75595265e-35 2.76160989e-25 8.65446720e-29 8.84729253e-21 9.27013510e-24 9.87490241e-21 1.28453089e-19 1.93112621e-26 1.38259376e-17 1.43349515e-26 2.33912521e-12 1.19347187e-25 1.59141319e-30 3.39857210e-24 2.14279536e-20 3.44763964e-37 5.05054526e-10 9.63362276e-29 2.38216900e-29 1.92371410e-01 8.06890778e-06 7.67057933e-14 8.20637282e-15 1.58472459e-16 5.75109784e-17 5.03909604e-13 1.57910636e-12 4.94540441e-07 2.03768438e-27 1.30524168e-12 7.63873716e-21 9.06194958e-17 7.98013606e-26 2.45226724e-21 5.78269180e-36 4.76124250e-11 1.52228838e-09 6.88422753e-18 4.83882942e-20 7.75184485e-17 1.23409314e-13 1.08095420e-32 9.14397191e-22 8.65541429e-17 1.00000000e-40 3.58653208e-22 7.10390391e-16 2.16439741e-22 9.29561575e-07 6.52111373e-06 2.79048786e-26 8.71818514e-21 2.47380558e-38 1.05664477e-19 1.07509971e-22 1.00000000e-40 5.11220404e-14 3.38059235e-03 2.56855289e-04 1.30633948e-23 2.10896602e-39 2.92711535e-19 6.19388538e-28 7.33051964e-12 5.33556955e-16 1.57737994e-19 1.04437066e-08 3.16775323e-21 1.76403503e-16 2.83035060e-15 7.27452780e-21 6.19317845e-17 1.94563194e-27 1.08649111e-29 1.56839010e-14 1.55925076e-22 3.62473613e-36 4.35896048e-18 1.00000000e-40 4.64604123e-11 2.91400016e-28 2.76300074e-26 3.07663283e-06 1.85042270e-29 7.47462063e-26 2.46648460e-17 1.46944988e-39 9.49293916e-05 6.71157234e-25 2.49097190e-11 8.03857381e-01 3.95630388e-38 6.93544793e-26 2.56914872e-25 9.00914887e-26 5.84499348e-18 8.54399689e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
8.95989124e+01 1.78000000e+00 6.83951592e+13 1.88500000e+02 1.12000000e+05 3.86104505e-35 1.22986669e-25 1.53511757e-29 7.36814265e-21 2.69340495e-25 1.00000000e-40 1.55145985e-19 1.51133563e-37 5.48286185e-18 7.64872789e-27 1.30796748e-12 4.53323892e-26 1.29573573e-28 1.18972443e-24 1.80984180e-20 1.00000000e-40 3.76455071e-10 9.17864364e-29 2.25770823e-29 1.88882695e-01 2.76649187e-05 4.94300126e-14 1.29011685e-15 8.18571176e-17 5.61299310e-17 4.89555799e-13 2.63249563e-12 3.33987559e-07 1.53267675e-27 2.12100475e-12 1.05145245e-20 4.57486519e-17 7.56615296e-26 2.28464108e-20 1.63924331e-36 3.97595106e-11 1.28837048e-09 6.88835065e-18 4.58605234e-20 8.27344198e-17 1.12855841e-13 4.80308956e-33 2.65871670e-22 4.89683431e-17 1.00000000e-40 2.13511392e-22 4.53546536e-16 7.15956636e-23 1.17167162e-06 8.19665706e-06 7.94445106e-27 4.73857352e-21 8.59363945e-38 3.67195002e-20 5.28488001e-23 1.00000000e-40 5.27387645e-14 6.76649897e-03 2.26345280e-04 1.21347637e-23 1.91746232e-39 2.64184967e-19 3.56799458e-28 7.24229692e-12 9.00740882e-16 7.48727510e-20 7.21856634e-09 2.35374046e-21 1.43786822e-16 2.43128335e-15 7.03457047e-21 4.52980131e-17 8.07927832e-28 1.00533871e-30 1.38693012e-14 1.00614751e-22 1.23271931e-36 2.72316204e-18 1.00000000e-40 4.07101612e-11 2.01607080e-28 3.38782183e-36 3.15314640e-06 7.70891710e-30 4.23757313e-36 1.47376957e-17 1.00000000e-40 1.16196787e-04 8.37606301e-36 1.20336365e-11 8.03875470e-01 3.82063483e-39 1.70481612e-36 1.13066280e-25 5.76867750e-26 5.03833248e-18 8.48070256e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
9.09605404e+01 1.39000000e+00 5.36945548e+13 1.87500000e+02 1.12000000e+05 1.82029409e-27 3.06707398e-33 3.68262207e-30 6.50667474e-21 9.87298489e-37 1.07818791e-29 1.89382930e-19 4.92329153e-30 2.26792440e-18 3.82526580e-27 7.74571270e-13 4.67900772e-26 4.03655620e-26 4.71934302e-25 1.47206552e-20 1.00000000e-40 2.80844400e-10 8.69723119e-29 2.11886939e-29 1.84079347e-01 7.50907298e-05 2.93875252e-14 2.43274575e-16 4.62181638e-17 1.39670603e-16 4.72984606e-13 4.25193782e-12 2.23253481e-07 1.15625390e-27 3.09432237e-12 1.29682827e-20 2.59973819e-17 7.10765535e-26 1.63555388e-19 5.45554896e-37 3.41210478e-11 1.14224148e-09 1.46709020e-17 4.30411889e-20 8.64496041e-17 1.04146658e-13 3.39963105e-32 8.34053417e-23 2.91390903e-17 1.00000000e-40 7.48540886e-23 3.07976702e-16 2.56130939e-23 1.29958230e-06 1.01744596e-05 2.75085242e-27 3.59873875e-21 2.99226518e-39 3.58497032e-20 2.73482433e-23 1.00000000e-40 5.13434860e-14 1.20653946e-02 1.94459473e-04 1.13316851e-23 1.76380436e-39 2.34218179e-19 3.10334274e-29 7.16250839e-12 1.33578926e-15 4.60969539e-20 4.95642713e-09 1.54861620e-21 9.99210427e-17 2.20644904e-15 6.76614254e-21 3.29506528e-17 3.87740326e-28 5.31989135e-30 1.21046150e-14 6.36853605e-23 7.62790776e-29 1.67776276e-18 1.00000000e-40 3.67453894e-11 1.44200697e-28 1.00000000e-40 3.25302041e-06 8.38790859e-30 1.00000000e-40 8.83709159e-18 1.00000000e-40 1.38419115e-04 1.00000000e-40 6.40573591e-12 8.03283284e-01 4.97089632e-40 2.94918108e-26 5.61905665e-26 3.46213245e-26 4.57894945e-18 8.40215371e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
9.23450758e+01 1.08000000e+00 4.17863684e+13 1.87200000e+02 1.12000000e+05 2.28248692e-24 1.00000000e-40 1.06866740e-30 6.07395553e-21 2.27833281e-31 3.00776130e-19 2.36646123e-19 4.02384638e-38 9.32159381e-19 2.04459385e-27 4.70502025e-13 6.43214757e-26 5.00352207e-31 1.99684690e-25 1.11633160e-20 1.00000000e-40 2.05735707e-10 8.16002300e-29 1.96096012e-29 1.77558995e-01 1.76686616e-04 1.55519971e-14 5.18066865e-17 2.75439330e-17 4.64949160e-16 4.53389065e-13 6.55792024e-12 1.46068784e-07 8.89931727e-28 4.23395331e-12 1.49788800e-20 1.74002688e-17 6.58942528e-26 9.83354105e-19 2.00723336e-37 2.96672942e-11 1.04980018e-09 5.41181459e-17 3.98348710e-20 8.92931184e-17 9.70989834e-14 3.52581345e-33 2.60640382e-23 1.79631735e-17 1.00000000e-40 2.77225462e-36 2.16800928e-16 9.37408487e-24 1.28783532e-06 1.26525256e-05 1.05929848e-27 2.48118333e-21 2.32518276e-37 4.90596941e-20 2.35908882e-23 1.00000000e-40 4.68138861e-14 1.99453329e-02 1.61587131e-04 1.05362285e-23 1.70871945e-39 2.02376455e-19 8.44888731e-30 6.91643267e-12 1.84007207e-15 3.47183948e-20 3.34566584e-09 9.30305062e-22 6.56108840e-17 2.09480769e-15 6.45811999e-21 2.30715245e-17 2.07923704e-28 1.20177712e-29 1.04894137e-14 3.90339052e-23 8.60157092e-29 1.00500604e-18 1.00000000e-40 3.35913232e-11 1.05838109e-28 9.82459622e-37 3.38933361e-06 1.24099660e-29 1.28341315e-36 5.22306271e-18 1.68094232e-35 1.61147849e-04 2.33813497e-36 3.61773173e-12 8.01840179e-01 1.00000000e-40 4.11470683e-37 3.04877152e-26 1.88359621e-26 4.38509162e-18 8.30215032e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
9.37101922e+01 8.42000000e-01 3.25604975e+13 1.87300000e+02 1.12000000e+05 1.55075055e-40 3.14000011e-22 6.36161763e-32 5.95300238e-21 1.89561684e-30 9.19873785e-20 2.99553754e-19 7.03415676e-30 3.88229512e-19 1.14580919e-27 2.98244387e-13 2.89167906e-26 2.07274728e-31 9.10039978e-26 7.58257750e-21 1.00000000e-40 1.49467503e-10 7.58314546e-29 1.79126869e-29 1.69432362e-01 3.62538130e-04 7.36146896e-15 1.29889699e-17 1.74569592e-17 1.33788611e-15 4.31386553e-13 9.38606098e-12 9.53102503e-08 7.06807172e-28 5.63331780e-12 1.64999735e-20 1.39559999e-17 6.03546889e-26 4.63556244e-18 7.81942889e-38 2.58095731e-11 9.87930918e-10 1.89306861e-16 3.63894600e-20 9.16622246e-17 9.12944406e-14 1.00000000e-40 8.31642963e-24 1.16369055e-17 1.00000000e-40 6.44531474e-23 1.57321458e-16 3.62293487e-24 1.16075581e-06 1.56951492e-05 4.55348373e-28 1.65920917e-21 5.05635685e-37 6.22940926e-20 1.20876283e-23 1.00000000e-40 4.02307813e-14 3.04862056e-02 1.30664990e-04 9.73383518e-24 1.70822874e-39 1.70717441e-19 2.60387572e-30 6.47825684e-12 2.38742572e-15 3.00639257e-20 2.25957703e-09 5.42906488e-22 4.35160200e-17 2.04757378e-15 6.12211740e-21 1.55384107e-17 1.24038188e-28 3.66104842e-29 9.14536360e-15 2.35824056e-23 1.51729089e-40 5.98271635e-19 1.00000000e-40 3.07252106e-11 8.09391712e-29 1.00000000e-40 3.56688052e-06 1.69834379e-29 1.00000000e-40 3.10541686e-18 3.87226156e-21 1.82092201e-04 1.00000000e-40 2.18372887e-12 7.99375655e-01 1.00000000e-40 2.41885628e-26 1.81077366e-26 9.58995664e-27 4.34440632e-18 8.18127058e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
9.50790536e+01 6.56000000e-01 2.53813497e+13 1.87200000e+02 1.12000000e+05 1.65071408e-24 7.37467667e-22 1.00000000e-40 6.01339454e-21 1.00729083e-29 1.00000000e-40 3.82598981e-19 6.62869504e-29 1.60318835e-19 6.65381011e-28 1.99469166e-13 2.17116057e-26 1.43772184e-31 4.34359657e-26 3.80784244e-21 1.00000000e-40 1.07704619e-10 6.95732183e-29 1.60909461e-29 1.59496818e-01 6.69560465e-04 3.00976943e-15 3.75102802e-18 1.16195243e-17 3.17158882e-15 4.06560120e-13 1.24131840e-11 6.19364668e-08 5.71284825e-28 7.83151978e-12 1.76273109e-20 1.24781797e-17 5.44372431e-26 1.62423543e-17 2.71746678e-38 2.18547062e-11 9.26332164e-10 5.36058665e-16 3.26906245e-20 9.40841789e-17 8.56974596e-14 1.00000000e-40 2.64231439e-24 7.85631870e-18 1.00000000e-40 8.96800596e-27 1.13672013e-16 1.47931165e-24 9.72534262e-07 1.95103124e-05 2.08392813e-28 1.08356945e-21 8.91913082e-37 6.95472399e-20 6.13778764e-26 1.00000000e-40 3.26777413e-14 4.37877924e-02 1.02699255e-04 8.89082491e-24 1.59786322e-39 1.39624740e-19 8.86834696e-31 5.88264181e-12 2.97323458e-15 2.80126476e-20 1.52608173e-09 3.22848567e-22 2.96474456e-17 2.01342696e-15 5.75425120e-21 9.95036272e-18 7.82197620e-29 1.73803331e-28 8.06134989e-15 1.39037648e-23 2.68054349e-25 3.53125203e-19 1.00000000e-40 2.76565233e-11 7.56997502e-29 1.00000000e-40 3.80080873e-06 2.09867521e-29 1.00000000e-40 1.85073987e-18 1.00000000e-40 1.99791952e-04 1.00000000e-40 1.38666427e-12 7.95554903e-01 1.00000000e-40 1.00000000e-40 1.14322363e-26 4.65741444e-27 4.23598282e-18 8.03400243e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
9.64488580e+01 5.11000000e-01 1.97605869e+13 1.87300000e+02 1.12000000e+05 1.20655519e-33 4.21389633e-22 3.26257042e-36 6.12283845e-21 4.02772753e-29 1.38461552e-29 4.91483024e-19 2.06691680e-34 6.51633850e-20 4.13490484e-28 1.38544651e-13 1.65918519e-26 1.04264620e-31 2.15795631e-26 4.61938852e-32 1.00000000e-40 7.66135782e-11 6.30131063e-29 1.42183590e-29 1.48136224e-01 1.13878831e-03 1.05999641e-15 1.20227585e-18 8.10185587e-18 6.40374540e-15 3.79573771e-13 1.52509126e-11 4.03555166e-08 4.67324771e-28 1.17533331e-11 1.84304077e-20 1.15985374e-17 4.83752858e-26 4.77047351e-17 8.95093619e-39 1.77508028e-11 8.69568621e-10 1.25351711e-15 2.88884027e-20 9.75097053e-17 7.99369813e-14 1.00000000e-40 8.31000673e-25 5.52647661e-18 1.00000000e-40 4.84443688e-23 8.23459652e-17 6.34940824e-25 7.60414573e-07 2.43096583e-05 1.00000000e-40 7.17562995e-22 1.45616150e-36 6.96479414e-20 2.98696092e-24 1.00000000e-40 2.51268406e-14 5.98872089e-02 7.91155938e-05 8.02137976e-24 1.50999982e-39 1.10762238e-19 3.26451082e-31 5.22765699e-12 3.58501799e-15 2.70021340e-20 1.03759667e-09 1.95252678e-22 2.09398077e-17 2.01168281e-15 5.36515487e-21 6.14634821e-18 5.20537402e-29 2.00827084e-28 7.23958232e-15 8.01484515e-24 3.81944794e-34 2.08311504e-19 1.00000000e-40 2.43444771e-11 4.66190950e-29 3.32676138e-32 4.10375640e-06 2.43771050e-29 5.97415952e-32 1.11243505e-18 1.44090143e-29 2.13710226e-04 2.21990198e-31 9.13482549e-13 7.90262809e-01 1.00000000e-40 1.00000000e-40 7.55583871e-27 2.12874522e-27 4.18786838e-18 7.86122379e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
9.78208194e+01 3.98000000e-01 1.53662168e+13 1.87600000e+02 1.12000000e+05 1.32750284e-25 1.00000000e-40 4.41709646e-38 6.20068519e-21 1.28985454e-28 1.37394961e-20 6.32656159e-19 1.79880832e-29 2.59493950e-20 2.77072039e-28 9.97912303e-14 1.29190390e-26 7.87673406e-32 1.11632269e-26 1.00000000e-40 1.00000000e-40 5.37721684e-11 5.63037918e-29 1.23518597e-29 1.35722695e-01 1.80826777e-03 3.18220650e-16 4.16762920e-19 5.91335773e-18 1.13523724e-14 3.50939583e-13 1.75264996e-11 2.64851226e-08 3.90393719e-28 1.90408858e-11 1.89957321e-20 1.09612869e-17 4.23344544e-26 1.22618666e-16 2.75737622e-39 1.36752443e-11 8.14367149e-10 2.50544915e-15 2.50983133e-20 1.02624596e-16 7.37390463e-14 1.00000000e-40 2.57428641e-25 4.05110313e-18 1.00000000e-40 1.60170192e-22 5.96022311e-17 2.88945969e-25 5.58594725e-07 3.03625466e-05 4.56319730e-37 4.90296417e-22 2.26046479e-36 6.42938617e-20 2.09683215e-24 1.00000000e-40 1.82976713e-14 7.85799710e-02 6.01513604e-05 7.14154745e-24 1.45640103e-39 8.51337279e-20 1.28735736e-31 4.58596926e-12 4.21120430e-15 2.64713240e-20 7.13616390e-10 1.20076336e-22 1.53912048e-17 2.07762335e-15 4.96163967e-21 3.87280189e-18 3.61452790e-29 5.46512565e-28 6.64719745e-15 4.51393381e-24 2.28004697e-26 1.23414298e-19 1.00000000e-40 2.09369612e-11 1.46584704e-33 1.00000000e-40 4.49438017e-06 2.74291233e-29 1.00000000e-40 6.77290569e-19 1.14471591e-26 2.23658057e-04 1.00000000e-40 6.19518846e-13 7.83341638e-01 1.00000000e-40 5.32085686e-29 5.24311005e-27 9.15242079e-28 4.20502923e-18 7.66284833e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
9.91962318e+01 3.10000000e-01 1.19241681e+13 1.88300000e+02 1.12000000e+05 1.00000000e-40 7.32073176e-28 2.03798930e-32 6.19624342e-21 3.64613223e-28 8.70875863e-23 8.13765140e-19 1.00000000e-40 1.00986912e-20 2.00685966e-28 7.42505508e-14 1.03602637e-26 6.19045714e-32 6.08634926e-27 1.00000000e-40 3.64049283e-40 3.72001293e-11 4.96142851e-29 1.05473715e-29 1.22720311e-01 2.71059683e-03 8.07491223e-17 1.52879916e-19 4.52329104e-18 1.83170751e-14 3.21264616e-13 1.90167807e-11 1.75902952e-08 2.79818449e-29 3.23856861e-11 1.94103910e-20 1.06022913e-17 3.64759778e-26 2.94488230e-16 8.05530136e-40 9.91216968e-12 7.62041901e-10 4.45858203e-15 2.14338227e-20 1.10277903e-16 6.70385745e-14 1.00000000e-40 7.83845615e-26 3.09893003e-18 1.00000000e-40 3.72741561e-25 4.31983260e-17 1.40921218e-25 3.86562372e-07 3.80114578e-05 1.00000000e-40 3.48455007e-22 3.56249627e-36 5.65021138e-20 7.63131944e-27 1.00000000e-40 1.26141837e-14 9.95047776e-02 4.54600139e-05 6.27155454e-24 1.47761712e-39 6.33738394e-20 5.40173972e-32 4.00945246e-12 4.84161606e-15 2.62025451e-20 4.98771762e-10 7.48819713e-23 1.18108616e-17 2.28534917e-15 4.54982209e-21 3.03307125e-18 2.60969087e-29 1.16144393e-27 6.25973950e-15 2.48338419e-24 1.30900550e-27 7.37422461e-20 1.00000000e-40 1.76596148e-11 1.00000000e-40 1.00000000e-40 4.99784877e-06 3.05254930e-29 1.00000000e-40 4.19388649e-19 9.84765408e-21 2.29884263e-04 1.00000000e-40 4.29979294e-13 7.74663441e-01 1.00000000e-40 3.09660522e-39 3.63720069e-27 3.68054748e-28 4.33550784e-18 7.43959630e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
1.00588715e+02 2.41000000e-01 9.21624020e+12 1.89400000e+02 1.12000000e+05 1.08341642e-25 2.51783900e-28 2.46558716e-31 6.07875671e-21 1.03210020e-27 1.00000000e-40 1.04564972e-18 3.36934962e-31 3.80869111e-21 1.56339557e-28 5.68265860e-14 8.70153749e-27 5.06132562e-32 3.61022585e-27 1.00000000e-40 3.18162022e-39 2.52636825e-11 4.30301699e-29 8.83357389e-30 1.09469891e-01 3.87649170e-03 1.68390820e-17 5.78132539e-20 3.63581568e-18 2.81983721e-14 2.90815733e-13 1.96460351e-11 1.18547584e-08 5.86378896e-30 5.63159799e-11 1.97591170e-20 1.08348036e-17 3.08779401e-26 7.18958781e-16 2.24571550e-40 6.67449593e-12 7.15344222e-10 7.43718804e-15 1.79531314e-20 1.21869688e-16 5.98425566e-14 3.60005934e-30 2.32270753e-26 2.47911686e-18 1.00000000e-40 1.00000000e-40 3.14334645e-17 7.46096215e-26 2.50995257e-07 4.77909994e-05 1.00000000e-40 2.57702755e-22 6.23458340e-36 4.92611593e-20 1.00000000e-40 1.00000000e-40 8.17616891e-15 1.22270336e-01 3.43002078e-05 5.42182795e-24 1.63589040e-39 4.55033335e-20 2.39048546e-32 3.52883635e-12 5.47072451e-15 2.61290277e-20 3.55319671e-10 4.69145915e-23 9.49663907e-18 2.81817914e-15 4.13135243e-21 4.19487862e-18 1.95596184e-29 2.70435543e-27 6.07105392e-15 1.32648739e-24 2.38396706e-26 4.44205276e-20 1.00000000e-40 1.47005996e-11 1.00000000e-40 4.69801831e-27 5.65793130e-06 3.44943186e-29 1.20046593e-26 2.64339604e-19 8.47267195e-22 2.32808595e-04 9.26287355e-26 3.03359073e-13 7.63938808e-01 1.00000000e-40 2.18866089e-38 2.63397086e-27 1.35975749e-28 4.65692388e-18 7.18933683e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
1.01974645e+02 1.88000000e-01 7.10317401e+12 1.91700000e+02 1.12000000e+05 2.46190946e-34 2.34757176e-35 2.60715892e-29 5.84789933e-21 3.66411593e-27 2.37159714e-32 1.33605862e-18 1.43103923e-28 1.42960294e-21 1.33847557e-28 4.38237658e-14 8.27835130e-27 4.34285880e-32 2.60359397e-27 1.00000000e-40 2.12354769e-38 1.68419145e-11 3.68509709e-29 7.28804088e-30 9.67783082e-02 5.30416715e-03 2.97308591e-18 2.21518587e-20 3.10393871e-18 4.31539900e-14 2.60934011e-13 1.95140316e-11 8.22034316e-09 2.20518144e-28 9.79218209e-11 2.00545699e-20 1.21641971e-17 2.57799866e-26 2.14292052e-15 1.02727295e-40 4.20261162e-12 6.98094617e-10 1.21188264e-14 1.48137729e-20 1.39482568e-16 5.25496610e-14 6.24283057e-25 6.89762555e-27 2.09366363e-18 1.00000000e-40 7.65761446e-22 2.40025814e-17 4.37193750e-26 1.51721961e-07 6.01031058e-05 1.00000000e-40 2.02030710e-22 1.58846848e-35 4.41806289e-20 4.20135226e-34 1.00000000e-40 4.98987351e-15 1.46002928e-01 2.61019855e-05 4.63032669e-24 2.31591357e-39 3.17735116e-20 1.11866466e-32 3.17161020e-12 6.06697118e-15 2.61964660e-20 2.61064361e-10 2.90930938e-23 8.07679214e-18 4.00500641e-15 3.72267002e-21 8.71825448e-18 1.57786538e-29 7.10567419e-27 6.10646766e-15 6.97904548e-25 1.06533543e-34 2.72838555e-20 1.00000000e-40 1.22805329e-11 1.00000000e-40 8.73391937e-30 6.50939754e-06 4.03718024e-29 1.71433161e-29 1.71684919e-19 8.75777033e-23 2.33115651e-04 7.29232149e-29 2.17687096e-13 7.51346979e-01 1.00000000e-40 3.55063643e-29 1.90630597e-27 4.51210562e-29 5.57759051e-18 6.91981702e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
1.03408902e+02 1.46000000e-01 5.40354469e+12 1.95700000e+02 1.12000000e+05 2.89157032e-34 3.87157557e-35 3.95892353e-33 5.50887936e-21 1.82261989e-26 2.64184048e-21 1.70896744e-18 1.00000000e-40 5.33531107e-22 1.25104762e-28 3.37038281e-14 9.37969494e-27 3.90060909e-32 2.56468448e-27 1.00000000e-40 1.15688717e-37 1.09001759e-11 3.10185864e-29 5.89160446e-30 8.46996399e-02 7.07301012e-03 4.19828747e-19 8.11940711e-21 2.81600958e-18 6.78030378e-14 2.31337896e-13 1.87660115e-11 5.83614315e-09 1.85470401e-28 1.74491113e-10 2.03508616e-20 1.52055864e-17 2.11193987e-26 8.54844604e-15 1.00000000e-40 2.44592697e-12 7.33140716e-10 2.00269579e-14 1.19768570e-20 1.67037479e-16 4.52083151e-14 9.64425399e-30 2.00978499e-27 1.86329546e-18 1.00000000e-40 1.00000000e-40 1.97448732e-17 2.82089523e-26 8.40251613e-08 7.61780450e-05 1.00000000e-40 1.68296129e-22 6.50689683e-35 4.12540276e-20 2.88581192e-25 1.00000000e-40 2.81641622e-15 1.71173918e-01 1.98962421e-05 3.88884919e-24 4.41589839e-39 2.13625871e-20 5.39641291e-33 2.92935739e-12 6.64354489e-15 2.64144186e-20 1.96974965e-10 1.75028723e-23 7.27554091e-18 6.43902444e-15 3.31840835e-21 1.96521713e-17 1.36462926e-29 9.94721706e-27 6.40371467e-15 3.54591272e-25 1.11116547e-34 1.67933336e-20 1.00000000e-40 1.03688121e-11 1.00000000e-40 4.16668608e-25 7.64320060e-06 4.96784545e-29 1.21035762e-24 1.13629100e-19 1.00442393e-23 2.31412869e-04 1.18237555e-23 1.56714969e-13 7.36481949e-01 1.00000000e-40 1.77254205e-29 1.41783944e-27 1.28524739e-29 7.61604006e-18 6.62554568e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
1.04850412e+02 1.14000000e-01 4.08357388e+12 2.02200000e+02 1.12000000e+05 1.00000000e-40 6.14185768e-27 1.00000000e-40 5.09402337e-21 1.26589675e-25 1.89857221e-22 2.16680698e-18 1.36145859e-30 2.17862794e-22 1.29868097e-28 2.60481615e-14 1.39026912e-26 3.71467457e-32 3.79083047e-27 1.00000000e-40 4.77372010e-37 6.98553577e-12 2.58383317e-29 4.70837697e-30 7.40278873e-02 9.14438977e-03 5.09944215e-20 2.88289425e-21 2.75914700e-18 1.07106440e-13 2.03662851e-13 1.75717848e-11 4.34353231e-09 1.57876269e-28 3.14064436e-10 2.06470361e-20 2.05543742e-17 1.71143614e-26 4.62041632e-14 1.00000000e-40 1.36339801e-12 8.84248895e-10 3.28544046e-14 9.57271493e-21 2.09859373e-16 3.83408313e-14 1.00000000e-40 6.24891309e-28 1.77201097e-18 1.00000000e-40 2.39595687e-25 1.88366970e-17 2.04973639e-26 4.32917535e-08 9.64576236e-05 1.00000000e-40 1.53500469e-22 4.53181495e-34 3.99684843e-20 1.00000000e-40 1.00000000e-40 1.49946903e-15 1.96432996e-01 1.53518979e-05 3.23532889e-24 1.19464385e-38 1.40628818e-20 2.76879853e-33 2.80821840e-12 7.16506387e-15 2.68093743e-20 1.55592484e-10 1.04378345e-23 7.05175158e-18 1.08521881e-14 2.93993108e-21 4.09493908e-17 1.28810171e-29 1.60987875e-26 7.05902904e-15 1.78742967e-25 1.00000000e-40 1.05235328e-20 1.00000000e-40 9.00169818e-12 1.00000000e-40 1.00000000e-40 9.10216645e-06 6.34304549e-29 1.00000000e-40 7.82925366e-20 1.38188310e-24 2.28185418e-04 1.00000000e-40 1.14404473e-13 7.19920982e-01 1.00000000e-40 1.00000000e-40 1.07883020e-27 3.24419266e-30 1.20870171e-17 6.32084481e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
1.06363357e+02 8.88000000e-02 3.04245876e+12 2.11400000e+02 1.12000000e+05 1.00000000e-40 1.32845496e-26 1.00000000e-40 4.61839318e-21 1.31241839e-24 6.31950431e-23 2.74037343e-18 7.31520726e-29 1.03583190e-22 1.51305551e-28 2.03396435e-14 2.98397040e-26 3.79214668e-32 8.27315853e-27 1.00000000e-40 1.55108991e-36 4.45078485e-12 2.11781804e-29 3.69594236e-30 6.46775205e-02 1.16159702e-02 4.96678692e-21 9.34536496e-22 2.96896497e-18 1.71892678e-13 1.77372544e-13 1.60344827e-11 3.41369210e-09 1.34754261e-28 5.75382368e-10 2.09823241e-20 2.90624974e-17 1.36268690e-26 3.61642554e-13 1.00000000e-40 7.25437659e-13 1.33068949e-09 5.42448115e-14 7.51526567e-21 2.81766400e-16 3.19032983e-14 1.00000000e-40 2.13177580e-28 1.82327176e-18 1.00000000e-40 3.76770434e-23 2.23855533e-17 1.66537084e-26 2.03027131e-08 1.22962801e-04 1.96992027e-31 1.59949067e-22 5.65096871e-33 4.02796294e-20 1.53481684e-26 1.00000000e-40 7.40052159e-16 2.22130390e-01 1.18664358e-05 2.65204205e-24 4.88239649e-38 8.95733972e-21 1.50115795e-33 2.79675423e-12 7.64253804e-15 2.75353285e-20 1.29387859e-10 6.11978615e-24 7.47095391e-18 1.83405289e-14 2.57926111e-21 7.85132813e-17 1.32301948e-29 3.53726953e-26 8.31914188e-15 8.75799742e-26 1.00000000e-40 6.59502200e-21 1.00000000e-40 8.04858753e-12 1.00000000e-40 3.73795370e-25 1.10514314e-05 8.51286252e-29 1.03750313e-24 5.60946172e-20 2.12346057e-25 2.23662852e-04 6.99347752e-24 8.38989041e-14 7.01153346e-01 1.00000000e-40 5.60434838e-26 8.24006959e-28 7.00763888e-31 2.28076552e-17 5.99899360e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
