alt press den temp eddy S2 CH3CO H2S H2CCO C2 N2O5 S C2H HNO2 C2H5 H2CO CH2OH HCS CH2CN HC3N C4H2 OH CH3S C4H5 O2 N S8 H2O2 CH3 CH CH3CN NCO H2O NS O_1 NH2 HNCO C4H3 C S4 H2SO4 NO CN C2H3CN HCO SO HS2 HNO3 CH2 CS2 C2H2 NO2 CH3O O3 H C3H3 CH3CHO CS C2H4 NO3 He SO2 O CO2 CH3OOH N_2D C6H5 CH3O2 HCN NH HNO CH4 NH3 H2CN CH2NH C3H4 SO3 HSO C3H2 CH2_1 C6H6 S3 C2H6 S2O N2O COS N2H H2 C2H3 N2H3 CH3OH N2H4 CO N2H2 HO2 N2 CH3SH HCCO SH HSO3 CH2NH2 CH3NH2 H2Oaer H2SO4aer H2Oaer_r H2SO4aer_r
4.08246373e+01 2.51100000e+03 7.06020923e+16 2.57600000e+02 4.55000000e+04 1.00000000e-40 3.59217379e-21 1.86821331e-22 2.37209303e-21 1.25476958e-36 1.03396798e-13 9.90164929e-24 9.01950461e-33 2.19126598e-11 1.24691403e-18 4.81108346e-11 6.95474674e-23 3.31801366e-29 9.33628254e-18 3.29851864e-19 1.73575085e-28 1.75817079e-10 6.93461451e-28 3.00789342e-29 2.01008470e-01 2.34945292e-17 5.15669473e-13 3.97496240e-11 1.29683080e-13 2.42120212e-21 1.92691434e-12 7.53233089e-20 4.36001453e-06 1.21010624e-30 1.67764273e-15 3.01484135e-22 3.63206841e-15 4.99560968e-26 2.63837739e-30 1.00000000e-40 1.18227770e-10 2.67509722e-08 2.16470320e-27 3.89877537e-20 1.27884204e-19 5.77377654e-16 1.24160692e-30 1.16575889e-09 3.01880655e-21 5.83957960e-40 1.84794301e-21 7.48912369e-09 3.24942527e-16 3.90060616e-06 5.04785441e-14 6.23981666e-35 8.97254187e-16 3.18232245e-33 2.82353520e-17 1.54820453e-13 1.00000000e-40 2.16239459e-13 5.30446355e-09 4.03094979e-04 8.43925194e-17 1.00000000e-40 5.38557550e-19 7.22383582e-17 9.83831102e-11 1.81539757e-22 4.84292414e-17 2.61913271e-07 2.91315611e-24 1.38258947e-18 3.34137168e-15 3.61392776e-21 2.55462585e-14 5.83176655e-23 1.21013726e-27 1.09977933e-18 1.03128323e-21 1.00000000e-40 3.51756365e-14 1.00000000e-40 1.89471318e-08 4.00253099e-16 3.08502055e-27 1.76810828e-07 9.40546242e-32 1.00000000e-40 8.78141338e-13 1.00000000e-40 1.02854234e-08 1.00000000e-40 1.01817851e-10 7.98579644e-01 5.10488469e-26 2.24520993e-21 8.19292110e-23 2.32010495e-23 3.40798070e-20 8.85341340e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
4.27210602e+01 1.95600000e+03 5.43014578e+16 2.60900000e+02 5.71000000e+04 1.88885931e-38 2.17804615e-21 8.98068232e-24 2.41305404e-21 2.24736342e-36 2.06745297e-14 1.01420822e-23 6.84542258e-33 1.92842188e-11 5.53531352e-19 4.59072307e-11 6.58504666e-23 1.26721671e-29 4.87846005e-18 3.15423045e-19 1.46991052e-28 2.39574669e-10 2.44767044e-29 3.00720843e-29 2.01002152e-01 9.07978150e-17 5.14685800e-13 4.25486722e-11 1.13811826e-13 3.15266403e-21 1.50820380e-12 9.88184511e-20 4.43953097e-06 1.13606806e-31 2.82239970e-15 9.42867101e-22 3.59128132e-15 5.01783029e-26 8.59688903e-30 1.00000000e-40 1.18202757e-10 2.95022000e-08 3.88683085e-27 3.90725917e-20 1.81272801e-19 6.62577762e-16 1.26678333e-26 5.13065157e-10 3.69087372e-21 1.00000000e-40 9.54361683e-22 4.83482682e-09 2.23156629e-16 3.53312174e-06 1.87185008e-13 1.74492825e-24 6.25427087e-16 1.73674147e-33 1.37866169e-17 9.44558560e-14 1.00000000e-40 1.51909091e-13 1.13470875e-08 4.03065803e-04 2.86210614e-17 1.00000000e-40 5.29481352e-19 2.63993283e-17 9.83062100e-11 3.85641551e-22 3.02196812e-17 2.31142792e-07 8.71643784e-24 3.29365255e-18 3.45598039e-15 3.64351513e-21 5.58062497e-14 1.36906196e-24 5.98908222e-28 1.32189743e-18 7.46736290e-22 1.11342058e-38 2.27612493e-14 1.00000000e-40 1.40753469e-08 2.99615265e-17 9.66116951e-27 1.60156800e-07 8.43252133e-32 1.00000000e-40 6.06965200e-13 3.05719023e-38 1.07865072e-08 1.00000000e-40 1.29944351e-10 7.98586293e-01 1.12549827e-27 9.84434412e-22 4.25698205e-24 1.62477049e-23 1.08116593e-19 8.85193291e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
4.46428074e+01 1.52300000e+03 4.18476635e+16 2.63600000e+02 6.88000000e+04 1.73232181e-39 1.38697336e-21 4.16299174e-25 2.45731422e-21 3.63898971e-36 3.59256359e-15 1.27230784e-23 5.37392735e-33 1.53689270e-11 2.03666653e-19 4.18875170e-11 5.05332094e-23 3.30766827e-30 2.59851795e-18 2.98856129e-19 1.20371246e-28 3.09801076e-10 7.47968775e-31 3.00647894e-29 2.00995414e-01 2.95775963e-16 5.13642623e-13 4.57045981e-11 8.51881227e-14 4.06044387e-21 1.22238391e-12 1.27506103e-19 4.50051335e-06 9.16060991e-33 4.48597905e-15 2.32876983e-21 3.40142328e-15 5.04152825e-26 2.71539424e-29 1.00000000e-40 1.18103320e-10 3.09645634e-08 6.26104491e-27 3.91641473e-20 2.46423952e-19 9.06118720e-16 4.97500007e-25 2.02277973e-10 3.66830821e-21 1.00000000e-40 5.52899164e-22 2.84448700e-09 1.31988316e-16 3.18274238e-06 6.27459103e-13 1.03757219e-23 3.48559019e-16 6.83644035e-34 7.24517075e-18 5.33557257e-14 1.00000000e-40 1.31656398e-13 2.31894067e-08 4.03025291e-04 8.46964829e-18 1.71965067e-40 5.22030363e-19 8.05275523e-18 9.80759880e-11 8.09607870e-22 2.66553672e-17 2.07073443e-07 2.01682721e-23 5.92814921e-18 3.57992003e-15 3.67403235e-21 1.10297335e-13 3.35361065e-26 2.37855711e-28 1.29679336e-18 5.58695322e-22 1.29933369e-39 1.23805994e-14 1.00000000e-40 1.06456438e-08 1.97595073e-18 2.44791919e-26 1.48250157e-07 2.35951959e-31 1.26716656e-25 3.58463679e-13 1.09912311e-22 1.17133688e-08 4.84730218e-25 1.63388822e-10 7.98593469e-01 2.05150524e-29 3.24728598e-22 2.15306966e-25 1.34689255e-23 3.16841946e-19 8.85047068e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
4.65811827e+01 1.18600000e+03 3.23303087e+16 2.65700000e+02 8.56000000e+04 5.06195722e-26 1.02412393e-21 9.02888607e-26 2.50533755e-21 5.31763187e-36 5.69128830e-16 1.88914498e-23 4.21561878e-33 1.12038115e-11 7.36365946e-20 3.65075699e-11 3.48496145e-23 5.65214244e-31 1.48446623e-18 2.80796180e-19 9.50906300e-29 3.77943719e-10 1.05399444e-31 3.00570101e-29 2.00988203e-01 8.38381154e-16 5.12539626e-13 4.65173983e-11 6.10211667e-14 5.20669130e-21 1.03288428e-12 1.60771866e-19 4.54426488e-06 3.84712167e-33 6.44677206e-15 4.63537888e-21 3.08851500e-15 5.06648042e-26 7.89745618e-29 3.55398139e-29 1.17941706e-10 3.12717614e-08 9.01316287e-27 3.92623899e-20 3.15688001e-19 1.43498547e-15 5.80606631e-29 7.40629704e-11 3.31679023e-21 1.00000000e-40 3.00848849e-22 1.59059259e-09 7.49284109e-17 2.78045474e-06 1.80351101e-12 5.28997687e-36 1.75050131e-16 1.89131925e-34 4.37598977e-18 2.78375530e-14 1.00000000e-40 1.35268145e-13 4.30740802e-08 4.02973612e-04 2.55313770e-18 5.07397580e-40 5.15940790e-19 2.47648485e-18 9.77391236e-11 1.56603982e-21 2.86422293e-17 1.89056553e-07 3.64856296e-23 8.97551033e-18 3.71434544e-15 3.70400798e-21 1.96683098e-13 7.02200065e-27 7.74308162e-29 1.16140784e-18 4.37886474e-22 4.50261387e-27 6.42652756e-15 1.00000000e-40 8.24928615e-09 1.21862308e-19 5.07137296e-26 1.41286415e-07 7.69347424e-38 1.00000000e-40 2.01736694e-13 1.00000000e-40 1.33062525e-08 1.00000000e-40 1.96006417e-10 7.98601035e-01 2.03183073e-30 1.03560052e-22 5.92230831e-26 1.26393380e-23 8.19068914e-19 8.84902496e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
4.85320033e+01 9.23700000e+02 2.50292999e+16 2.67300000e+02 1.04000000e+05 3.79414967e-34 8.49374359e-22 1.16762967e-25 2.55787044e-21 7.11169738e-36 8.79953597e-17 3.05816554e-23 4.03690114e-33 7.63515791e-12 2.87917069e-20 3.08903993e-11 2.31519473e-23 8.01764104e-32 9.15810670e-19 2.62091526e-19 7.29306634e-29 4.37665872e-10 9.28832777e-32 3.00487590e-29 2.00980588e-01 2.14071506e-15 5.11377995e-13 4.47119174e-11 4.42453706e-14 6.67691771e-21 9.08328373e-13 1.97987328e-19 4.57396718e-06 9.06976568e-33 8.40187095e-15 7.92857759e-21 2.71269116e-15 5.09255395e-26 2.10423001e-28 5.38390668e-36 1.17729844e-10 3.08200091e-08 1.16615408e-26 3.93670840e-20 3.81815144e-19 2.43307419e-15 3.56372493e-29 2.63499927e-11 2.91249444e-21 1.00000000e-40 2.14902939e-22 8.82014235e-10 4.30316058e-17 2.35498147e-06 4.47166295e-12 1.00000000e-40 8.70408080e-17 7.78817704e-35 3.02157406e-18 1.37760945e-14 1.00000000e-40 1.50677249e-13 7.25950542e-08 4.02911965e-04 8.50874521e-19 1.21092997e-39 5.10923707e-19 8.34859882e-19 9.73364169e-11 2.73298483e-21 3.11617251e-17 1.75891068e-07 5.48878703e-23 1.21177183e-17 3.86091336e-15 3.73468263e-21 3.18203903e-13 8.66212701e-27 2.28422016e-29 1.01288313e-18 3.59025620e-22 2.11530357e-27 3.47429058e-15 1.00000000e-40 6.57335490e-09 7.58905025e-21 9.11696604e-26 1.38753709e-07 1.31594570e-36 1.00000000e-40 1.15199315e-13 3.98522625e-33 1.59086872e-08 1.00000000e-40 2.24253561e-10 7.98609103e-01 1.25882353e-30 4.51343197e-23 9.21756454e-26 1.23482394e-23 1.87146151e-18 8.84760102e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
5.04909981e+01 7.19400000e+02 1.94497685e+16 2.67900000e+02 1.12000000e+05 5.45681552e-26 7.75662117e-22 1.86295835e-25 2.62037825e-21 8.70244456e-36 1.38699329e-17 5.10579032e-23 4.64738522e-33 4.98856178e-12 1.22157942e-20 2.56719476e-11 1.51871963e-23 2.89041879e-32 5.98121313e-19 2.42134204e-19 5.37543029e-29 4.87944336e-10 1.11467477e-31 3.00393823e-29 2.00971798e-01 5.07123408e-15 5.10065249e-13 4.13722696e-11 3.26583063e-14 8.54750789e-21 8.22321204e-13 2.38060172e-19 4.59344465e-06 2.58426164e-32 1.01909604e-14 1.20254480e-20 2.31207136e-15 5.12167760e-26 5.24769008e-28 1.91450311e-30 1.17498243e-10 2.98151556e-08 1.37975346e-26 3.94866144e-20 4.38423112e-19 4.15311774e-15 7.50765939e-29 9.36467791e-12 2.53649005e-21 1.00000000e-40 1.82248703e-22 4.93243121e-10 2.54873964e-17 1.96637505e-06 9.85452679e-12 1.00000000e-40 4.38390095e-17 9.83275915e-35 2.31766137e-18 6.61276570e-15 1.00000000e-40 1.71328227e-13 1.13123937e-07 4.02835434e-04 3.14349057e-19 2.25638740e-39 5.06498791e-19 3.09984205e-19 9.68598872e-11 4.27469744e-21 3.28374875e-17 1.65860034e-07 7.15727921e-23 1.48494298e-17 4.03353220e-15 3.76872638e-21 4.45288705e-13 1.33529085e-26 6.70327784e-30 8.77557588e-19 3.02622913e-22 1.17567861e-26 1.98281419e-15 1.00000000e-40 5.32425418e-09 4.69911720e-22 1.45553418e-25 1.40249540e-07 2.86275689e-33 3.26392716e-28 6.74001404e-14 1.12009710e-26 2.03147179e-08 1.00519351e-27 2.47562988e-10 7.98618348e-01 1.02603524e-30 2.60155669e-23 1.72806115e-25 1.20716011e-23 3.78716695e-18 8.84610846e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
5.24501659e+01 5.60300000e+02 1.51766506e+16 2.67400000e+02 1.12000000e+05 1.08021472e-40 7.64519296e-22 2.79010537e-25 2.70200592e-21 9.62367821e-36 2.25251552e-18 8.51181118e-23 5.89933022e-33 3.17698172e-12 5.48106502e-21 2.11425472e-11 9.94162238e-24 2.13466501e-31 4.05123976e-19 2.20068767e-19 3.73087553e-29 5.31467772e-10 1.36922731e-31 3.00278158e-29 2.00960815e-01 1.13218701e-14 5.08456194e-13 3.75437140e-11 2.43972370e-14 1.09007366e-20 7.58492863e-13 2.80016365e-19 4.60508038e-06 6.92274868e-32 1.18177892e-14 1.66106355e-20 1.91135195e-15 5.15691797e-26 1.25954966e-27 1.40418797e-30 1.17288269e-10 2.83165814e-08 1.40464804e-26 3.96343878e-20 4.83188904e-19 6.85801070e-15 1.32642779e-28 3.37012106e-12 2.21484921e-21 1.00000000e-40 1.72108090e-22 2.78434799e-10 1.56184541e-17 1.64089142e-06 2.00064471e-11 1.29798489e-23 2.22807969e-17 2.72759531e-34 1.91137831e-18 3.12241006e-15 1.00000000e-40 1.92032613e-13 1.66885915e-07 4.02734440e-04 1.25800489e-19 3.34107648e-39 5.02239675e-19 1.24097322e-19 9.62736270e-11 6.06764812e-21 3.33810440e-17 1.57670872e-07 8.38813082e-23 1.66381913e-17 4.25419578e-15 3.80901650e-21 5.29353972e-13 2.07046012e-26 2.32124771e-30 7.62904882e-19 2.60273196e-22 1.07644209e-40 1.17733652e-15 1.00000000e-40 4.31721070e-09 2.75097815e-23 2.10071740e-25 1.46099497e-07 2.80684677e-31 1.00000000e-40 4.01090756e-14 1.00000000e-40 2.81849236e-08 1.00000000e-40 2.67055049e-10 7.98629684e-01 8.40512588e-31 1.74604853e-23 3.05944332e-25 1.15956237e-23 6.89995521e-18 8.84443024e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
5.44013552e+01 4.36300000e+02 1.19114513e+16 2.65300000e+02 1.12000000e+05 4.65511247e-29 8.46578977e-22 3.81416574e-25 2.81487262e-21 9.46328379e-36 3.80852049e-19 1.37442427e-22 8.25109036e-33 2.01947258e-12 2.55848358e-21 1.73543135e-11 6.59613125e-24 8.27596099e-30 2.80140887e-19 1.96358992e-19 2.39842037e-29 5.72454978e-10 1.75923117e-31 3.00128729e-29 2.00946338e-01 2.47625170e-14 5.06391063e-13 3.41797082e-11 1.81409157e-14 1.38521064e-20 7.10812901e-13 3.23264225e-19 4.60848214e-06 1.72108708e-31 1.34361650e-14 2.03582321e-20 1.53307228e-15 5.20155875e-26 3.01680916e-27 7.77736469e-31 1.17195100e-10 2.63143841e-08 1.26529766e-26 3.98253446e-20 5.07215361e-19 1.05562070e-14 1.78910264e-28 1.26083921e-12 1.93251533e-21 1.00000000e-40 1.81170546e-22 1.57700987e-10 1.00177104e-17 1.39389838e-06 3.81004202e-11 1.00000000e-40 1.14276340e-17 4.32988127e-33 1.68806571e-18 1.45341538e-15 1.00000000e-40 2.06350750e-13 2.35996484e-07 4.02595748e-04 5.40950540e-20 3.47606156e-39 4.98003961e-19 5.28855699e-20 9.55337659e-11 7.55796117e-21 3.27652558e-17 1.50887929e-07 8.74442942e-23 1.73854914e-17 4.54549016e-15 3.85735746e-21 4.70913909e-13 2.97332642e-26 1.29735461e-30 6.62764508e-19 2.24653369e-22 1.42139476e-29 7.30093044e-16 1.00000000e-40 3.48377346e-09 1.54076645e-24 2.68459246e-25 1.57595544e-07 1.39424248e-31 1.78932210e-24 2.42124739e-14 2.05918168e-22 4.25892025e-08 7.90542270e-24 2.84183361e-10 7.98644439e-01 6.60073629e-31 1.26749749e-23 4.91879849e-25 1.09768589e-23 1.09298547e-17 8.84249511e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
5.63303591e+01 3.39800000e+02 9.40451426e+15 2.61700000e+02 1.12000000e+05 8.73292619e-34 9.63820715e-22 4.79339435e-25 2.96680191e-21 8.35955779e-36 6.56481572e-20 2.13471432e-22 1.23077195e-32 1.28163716e-12 1.25024336e-21 1.42826062e-11 4.51267522e-24 5.58325277e-28 1.96739012e-19 1.74087541e-19 1.44078622e-29 6.13976032e-10 2.31427957e-31 2.99941106e-29 2.00928015e-01 5.29689830e-14 5.03816319e-13 3.14227003e-11 1.34258439e-14 1.75661395e-20 6.75222043e-13 3.70907442e-19 4.60372375e-06 3.92546724e-31 1.51446462e-14 2.28245758e-20 1.20439041e-15 5.25680061e-26 7.32369973e-27 4.27048587e-31 1.17154266e-10 2.39239139e-08 1.02357417e-26 4.00646643e-20 5.14973621e-19 1.50891678e-14 1.94825437e-28 4.89940528e-13 1.70472967e-21 1.00000000e-40 2.05214767e-22 8.92927037e-11 6.65288144e-18 1.20305875e-06 6.97608086e-11 9.09462801e-33 6.02497313e-18 2.15297230e-31 1.56385995e-18 6.70659460e-16 1.00000000e-40 2.12111705e-13 3.25022387e-07 4.02411631e-04 2.45816993e-20 2.76568791e-39 4.93818340e-19 2.35023652e-20 9.46288208e-11 8.53107091e-21 3.12345976e-17 1.45235612e-07 8.40468503e-23 1.73085287e-17 4.91094392e-15 3.91872247e-21 3.31971861e-13 3.90302305e-26 1.09043847e-30 5.81605552e-19 1.96413297e-22 4.28645245e-34 4.77621791e-16 1.00000000e-40 2.80549969e-09 8.87064898e-26 3.11531225e-25 1.75312966e-07 2.70918420e-36 4.38075190e-32 1.48149681e-14 5.98320886e-31 6.77511185e-08 9.93747308e-32 3.00384603e-10 7.98663039e-01 4.92365561e-31 9.51269875e-24 7.22432634e-25 1.02009989e-23 1.55727652e-17 8.84033347e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
5.82259032e+01 2.64700000e+02 7.47160676e+15 2.56600000e+02 1.12000000e+05 1.00000000e-40 9.68491728e-22 5.60949163e-25 3.16874572e-21 6.65631478e-36 1.14409105e-20 3.20234661e-22 1.93668502e-32 8.12527545e-13 6.41513820e-22 1.18258369e-11 3.22792205e-24 6.08830257e-26 1.39773217e-19 1.54530693e-19 8.13348090e-30 6.58121128e-10 3.15966799e-31 2.99708286e-29 2.00905205e-01 1.10763259e-13 5.00644368e-13 2.93007371e-11 9.88613437e-15 2.22277294e-20 6.48920081e-13 4.26542936e-19 4.59039882e-06 8.25026605e-31 1.70219694e-14 2.35463613e-20 9.31741260e-16 5.32465471e-26 1.81543394e-26 2.49139173e-31 1.17088018e-10 2.12378065e-08 5.06062741e-27 4.03607160e-20 5.08632173e-19 2.01835856e-14 1.73387372e-28 1.97337919e-13 1.53300234e-21 1.00000000e-40 2.47200173e-22 5.04224514e-11 4.56013595e-18 1.05490794e-06 1.24128634e-10 1.30967903e-28 3.29364323e-18 1.62425626e-29 1.50675318e-18 3.06900083e-16 1.00000000e-40 2.10716994e-13 4.38855529e-07 4.02169862e-04 1.17054988e-20 1.70483761e-39 4.89693136e-19 1.08096306e-20 9.35303194e-11 8.78074623e-21 2.89537001e-17 1.40462350e-07 7.56691540e-23 1.66409176e-17 5.35049704e-15 3.99489266e-21 1.87278131e-13 4.68538931e-26 1.12511291e-30 5.19183082e-19 1.74387019e-22 1.00000000e-40 3.31649169e-16 1.00000000e-40 2.25923849e-09 9.53181964e-27 3.32420779e-25 2.00267564e-07 5.74223620e-34 6.12945271e-36 9.17277933e-15 2.68206624e-35 1.10308962e-07 1.00734484e-35 3.16522036e-10 7.98686026e-01 3.51654582e-31 7.23751132e-24 9.80523378e-25 9.42616722e-24 2.00898611e-17 8.83795001e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
6.00847500e+01 2.06100000e+02 5.95443248e+15 2.50700000e+02 1.12000000e+05 1.00000000e-40 7.31803152e-22 6.21585471e-25 3.43483656e-21 4.78151245e-36 2.05348186e-21 4.68977305e-22 3.14591696e-32 5.09775319e-13 3.46831862e-22 9.87524548e-12 2.44643342e-24 1.05912822e-23 1.00301287e-19 1.37469861e-19 4.32890575e-30 7.06466411e-10 4.44534431e-31 2.99421085e-29 2.00877058e-01 2.23002999e-13 4.96763239e-13 2.76528212e-11 7.28409703e-15 2.80661187e-20 6.29513863e-13 4.95994127e-19 4.56793199e-06 1.59385056e-30 1.90947033e-14 2.28529072e-20 7.12959672e-16 5.40775609e-26 4.57450299e-26 1.49761390e-31 1.16932733e-10 1.83690377e-08 5.05869341e-27 4.07242694e-20 4.95415873e-19 2.56456820e-14 1.33598661e-28 8.13292411e-14 1.42504064e-21 1.00000000e-40 3.08979434e-22 2.83338471e-11 3.19666969e-18 9.34255499e-07 2.17487255e-10 2.36253579e-39 1.88112632e-18 1.87739423e-27 1.48814995e-18 1.39123188e-16 1.00000000e-40 2.05148224e-13 5.85409842e-07 4.01853534e-04 5.77865778e-21 8.77181154e-40 4.85610024e-19 5.09747857e-21 9.21978254e-11 8.45393269e-21 2.61148047e-17 1.36295463e-07 6.57239001e-23 1.54693892e-17 5.85739597e-15 4.09255730e-21 8.98527485e-14 5.25323334e-26 1.28125230e-30 4.77202971e-19 1.58488192e-22 1.00000000e-40 2.44351231e-16 1.00000000e-40 1.82132920e-09 3.62817333e-26 3.36509840e-25 2.33770612e-07 7.77620277e-31 3.85711731e-24 5.73454140e-15 5.24777262e-22 1.80051024e-07 1.94118949e-23 3.33330367e-10 7.98714449e-01 2.43493801e-31 2.16086639e-25 1.25513584e-24 8.71185748e-24 2.40978263e-17 8.83532355e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
6.18980414e+01 1.60500000e+02 4.75458801e+15 2.44500000e+02 1.12000000e+05 1.72096165e-27 4.18393420e-22 6.59471167e-25 3.78437274e-21 3.08481831e-36 3.50130020e-22 6.73253192e-22 5.20211383e-32 3.15726375e-13 1.97889222e-22 8.34510769e-12 1.98341383e-24 6.18314971e-38 7.26556086e-20 1.22681106e-19 2.17635613e-30 7.60851538e-10 6.49704395e-31 2.99065985e-29 2.00842093e-01 4.27716269e-13 4.92007671e-13 2.64360531e-11 5.39711365e-15 3.52786039e-20 6.15330202e-13 5.86947361e-19 4.53504075e-06 2.82417004e-30 2.14019318e-14 2.09597902e-20 5.42068783e-16 5.50977790e-26 1.14486070e-25 8.51669838e-32 1.16670953e-10 1.54439717e-08 1.82216293e-26 4.11710671e-20 4.79627382e-19 3.12236521e-14 9.16439357e-29 3.42275475e-14 1.38371058e-21 1.00000000e-40 3.95123270e-22 1.58829610e-11 2.28736278e-18 8.34592130e-07 3.77252315e-10 1.83746118e-23 1.12841376e-18 1.72481325e-38 1.49336632e-18 6.26731823e-17 1.00000000e-40 1.97899211e-13 7.73844275e-07 4.01436154e-04 2.94803690e-21 3.86001406e-40 4.81550629e-19 2.46443894e-21 9.05692552e-11 7.67294203e-21 2.29098860e-17 1.32497350e-07 5.60149175e-23 1.39749975e-17 6.41156108e-15 4.21873195e-21 3.81854423e-14 5.55753990e-26 1.71960542e-30 4.55129604e-19 1.47863841e-22 4.50977018e-28 1.90761075e-16 1.00000000e-40 1.47257936e-09 2.03909827e-38 3.19590155e-25 2.77407509e-07 6.57587305e-31 2.65216121e-38 3.62393067e-15 5.62976869e-38 2.89933881e-07 3.42153000e-38 3.51505001e-10 7.98749592e-01 1.65525932e-31 1.26591875e-26 1.53284237e-24 8.13248199e-24 2.70104966e-17 8.83240569e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
6.36638455e+01 1.25000000e+02 3.80568018e+15 2.37900000e+02 1.12000000e+05 3.75097816e-31 2.10878236e-22 6.76862280e-25 4.23709883e-21 1.80492273e-36 2.98814481e-22 9.49793518e-22 8.74591674e-32 1.93196141e-13 1.18175728e-22 7.15007000e-12 1.69727226e-24 1.00000000e-40 5.29966327e-20 1.09867263e-19 1.03672872e-30 8.23606859e-10 9.97003855e-31 2.98630364e-29 2.00799179e-01 7.84091946e-13 4.86236045e-13 2.56432684e-11 4.03330970e-15 4.43161718e-20 6.04711407e-13 7.27010340e-19 4.49072134e-06 4.63732837e-30 2.40106410e-14 1.81542508e-20 4.11011911e-16 5.63437495e-26 2.65219152e-25 4.42760612e-32 1.16310518e-10 1.26324433e-08 9.75026030e-25 4.17152963e-20 4.64278968e-19 3.67246936e-14 5.44545538e-29 1.47208302e-14 1.41068275e-21 1.00000000e-40 5.15917078e-22 8.91100419e-12 1.66590107e-18 7.51590293e-07 6.51535011e-10 1.00000000e-40 7.07046096e-19 1.00000000e-40 1.51981321e-18 2.81451415e-17 1.00000000e-40 1.90477925e-13 1.01700337e-06 4.00889454e-04 1.54698736e-21 1.47483345e-40 4.77470052e-19 1.21938480e-21 8.85881545e-11 6.61482098e-21 1.95978393e-17 1.28820977e-07 4.71193295e-23 1.24369362e-17 6.98236933e-15 4.38669030e-21 1.48446122e-14 5.59563834e-26 4.53448112e-30 4.51396338e-19 1.41241033e-22 1.37630419e-31 1.56188571e-16 1.00000000e-40 1.19506339e-09 1.00000000e-40 2.94974984e-25 3.32806022e-07 1.00000000e-40 1.59093606e-24 2.31374505e-15 2.40174317e-22 4.57340531e-07 9.20707032e-24 3.71842819e-10 7.98792743e-01 1.11580612e-31 1.36491490e-23 1.80442906e-24 7.72015840e-24 2.82982492e-17 8.82913709e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
6.53779467e+01 9.74000000e+01 3.05000142e+15 2.31300000e+02 1.12000000e+05 1.00000000e-40 1.05033793e-22 6.78527289e-25 4.81664925e-21 1.02157600e-36 1.04572965e-22 1.32101669e-21 1.71551070e-31 1.16368868e-13 7.36465701e-23 6.19523660e-12 1.51547768e-24 2.66462211e-23 3.89886823e-20 9.87718997e-20 4.68425412e-31 8.96473141e-10 1.55967625e-30 2.98101614e-29 2.00747007e-01 1.36661459e-12 4.79315597e-13 2.51513255e-11 3.05136667e-15 6.37211782e-20 5.96534794e-13 1.60780819e-18 4.43384193e-06 7.07560465e-30 2.69098242e-14 1.51061230e-20 3.12330657e-16 5.78537258e-26 5.47824480e-25 2.22436576e-32 1.15854469e-10 1.00901295e-08 4.01927157e-23 4.23713918e-20 4.53582497e-19 4.20576652e-14 2.79093214e-29 6.44329417e-15 1.65967855e-21 1.00000000e-40 7.87897830e-22 5.02833267e-12 1.21753878e-18 6.78671425e-07 1.12853154e-09 8.17609020e-23 4.62237589e-19 9.82659799e-28 1.77904438e-18 1.26789980e-17 1.00000000e-40 1.83392577e-13 1.33469465e-06 4.00182087e-04 8.29853910e-22 1.00000000e-40 4.73323236e-19 6.12630793e-22 8.61995529e-11 5.64395947e-21 1.64349073e-17 1.25078054e-07 3.97328767e-23 1.09754108e-17 7.53821590e-15 4.59087154e-21 5.62890303e-15 5.47499840e-26 3.15495319e-29 5.10201911e-19 1.38363270e-22 1.00000000e-40 1.32692979e-16 1.00000000e-40 9.74414323e-10 2.96801154e-35 2.70002393e-25 4.01909858e-07 3.37214551e-30 2.51155905e-24 1.49327034e-15 3.78630039e-22 7.04840749e-07 1.59259859e-23 3.95000240e-10 7.98845069e-01 7.47148090e-32 1.01292318e-23 2.07309514e-24 7.39783982e-24 2.82918784e-17 8.82544772e-11 1.00000000e-40 1.00000000e-40 1.00000000e-05 1.00000000e-05
