alt           press         den           temp          eddy          H2Oaer        H2SO4aer      S2            CH3CO         H2S           H2CCO         C2            N2O5          S             C2H           HNO2          C2H5          H2CO          CH2OH         HCS           CH2CN         HC3N          C4H2          OH            CH3S          C4H5          O2            N             S8            H2O2          CH3           CH            CH3CN         NCO           H2O           NS            O_1           NH2           HNCO          C4H3          C             S4            H2SO4         NO            CN            C2H3CN        HCO           SO            HS2           HNO3          CH2           CS2           C2H2          NO2           CH3O          O3            H             C3H3          CH3CHO        CS            C2H4          NO3           He            SO2           O             CO2           CH3OOH        N_2D          C6H5          CH3O2         HCN           NH            HNO           CH4           NH3           H2CN          CH2NH         C3H4          SO3           HSO           C3H2          CH2_1         C6H6          S3            C2H6          S2O           N2O           COS           N2H           H2            C2H3          N2H3          CH3OH         N2H4          CO            N2H2          HO2           N2            CH3SH         HCCO          SH            HSO3          CH2NH2        CH3NH2        H2Oaer_r      H2SO4aer_r    
3.58035E+001  5.27626E-003  1.55375E+017  2.45959E+002  2.65659E+004  1.00000E-040  1.00000E-040  1.00000E-040  7.79588E-021  2.27568E-029  1.58576E-022  1.00000E-040  4.22109E-012  1.79355E-030  2.15513E-035  1.96814E-011  2.50909E-018  4.69249E-011  1.10539E-022  1.23051E-036  4.41915E-017  5.73380E-019  7.90532E-031  5.89280E-011  4.19106E-035  1.55232E-029  2.11972E-001  2.19679E-021  2.75529E-036  5.34792E-011  5.93246E-014  8.12701E-022  3.65920E-012  3.18925E-020  5.30302E-006  1.00000E-040  3.45119E-016  1.08275E-021  3.75359E-015  1.87570E-028  7.12481E-032  1.00000E-040  4.02820E-014  1.54190E-008  2.88638E-028  2.61957E-017  3.65959E-020  8.92155E-023  1.00000E-040  7.89695E-009  4.11419E-022  1.00000E-040  1.99686E-023  1.43844E-008  2.64035E-016  5.30248E-006  9.01927E-016  2.33022E-028  5.27890E-016  1.06624E-040  1.44142E-016  4.00511E-013  1.00000E-040  1.71687E-019  6.00330E-010  3.63873E-004  7.12598E-016  1.00000E-040  3.23223E-022  3.14669E-016  9.94134E-011  2.62056E-023  1.50479E-016  3.74006E-007  5.28381E-022  6.98733E-019  1.50309E-012  8.09013E-020  4.11882E-019  2.93007E-029  2.06231E-029  1.29912E-019  1.89662E-024  2.54118E-031  3.07294E-014  1.00000E-040  5.32213E-008  9.91781E-024  8.21621E-027  2.34597E-007  8.51986E-032  6.22311E-025  4.46305E-012  8.37352E-024  9.01290E-009  3.53290E-024  6.00395E-011  7.87653E-001  8.13330E-033  5.87173E-023  4.47392E-030  1.52601E-029  2.41183E-019  2.08728E-008  1.00000E-005  1.00000E-005  
3.66875E+001  4.67614E-003  1.36374E+017  2.48354E+002  2.93602E+004  1.00000E-040  1.00000E-040  1.00000E-040  6.85238E-021  5.79452E-030  1.58559E-022  1.46667E-040  2.58196E-012  3.13248E-030  4.18992E-035  2.19904E-011  2.65774E-018  4.79403E-011  1.68456E-022  1.45293E-036  3.55736E-017  5.73307E-019  7.57567E-031  7.36270E-011  1.71841E-035  1.55211E-029  2.11968E-001  3.01226E-021  2.75226E-036  4.95370E-011  7.34616E-014  9.78463E-022  3.16992E-012  3.74359E-020  5.36534E-006  1.00000E-040  4.38963E-016  2.27773E-021  3.92912E-015  1.87579E-028  1.23655E-031  1.00000E-040  4.02671E-014  1.76499E-008  4.51447E-028  2.61919E-017  4.60455E-020  1.60686E-022  1.00000E-040  6.35683E-009  6.41954E-022  1.00000E-040  3.02331E-023  1.39270E-008  2.99684E-016  5.02393E-006  1.75333E-015  2.01344E-028  6.61966E-016  1.31664E-040  1.15729E-016  3.59771E-013  1.00000E-040  2.37543E-019  8.37032E-010  3.63865E-004  5.32851E-016  1.00000E-040  3.23311E-022  2.76435E-016  9.98642E-011  3.52833E-023  1.41514E-016  3.49283E-007  8.36901E-023  1.09299E-018  1.50310E-012  8.08959E-020  7.18267E-019  8.27339E-030  1.99689E-029  2.00507E-019  1.58256E-024  2.16158E-032  3.46073E-014  1.00000E-040  4.62924E-008  4.03643E-024  1.76912E-026  2.21234E-007  9.53089E-032  5.82569E-026  5.42826E-012  8.24586E-025  8.93069E-009  3.31076E-025  6.53979E-011  7.87657E-001  3.07688E-033  5.93678E-023  1.74733E-030  2.23720E-029  4.23954E-019  2.08719E-008  1.00000E-005  1.00000E-005  
3.75716E+001  4.14902E-003  1.19952E+017  2.50528E+002  3.23673E+004  1.00000E-040  1.00000E-040  2.08628E-029  6.03588E-021  1.96551E-030  1.58541E-022  2.26355E-040  1.51764E-012  6.00080E-030  7.39797E-035  2.38493E-011  2.68757E-018  4.85564E-011  2.47589E-022  1.72530E-036  2.81501E-017  5.73232E-019  7.23674E-031  9.07673E-011  6.28001E-036  1.55189E-029  2.11964E-001  4.04233E-021  2.74915E-036  4.65283E-011  8.88431E-014  1.16070E-021  2.74868E-012  4.36157E-020  5.42319E-006  1.00000E-040  5.58708E-016  4.66560E-021  4.08322E-015  1.87589E-028  2.12218E-031  1.66710E-031  4.02516E-014  1.98818E-008  6.79905E-028  2.61880E-017  5.69956E-020  3.19853E-022  9.97989E-038  5.02332E-009  9.65230E-022  1.00000E-040  4.23187E-023  1.31608E-008  3.30997E-016  4.76761E-006  3.37449E-015  1.74121E-028  7.96184E-016  1.71714E-040  9.13675E-017  3.16008E-013  1.00000E-040  3.65535E-019  1.16816E-009  3.63855E-004  3.98053E-016  1.00000E-040  3.23369E-022  2.38364E-016  1.00247E-010  4.74647E-023  1.27900E-016  3.26350E-007  5.55566E-023  1.71535E-018  1.50312E-012  8.08903E-020  1.19310E-018  2.16175E-030  1.90288E-029  2.98473E-019  1.32518E-024  1.02607E-031  3.79034E-014  1.00000E-040  4.02954E-008  1.55866E-024  3.69504E-026  2.08602E-007  1.02249E-031  5.18006E-027  6.45431E-012  7.88032E-026  8.85643E-009  2.94610E-026  7.13275E-011  7.87662E-001  1.01431E-033  5.95540E-023  6.36309E-031  3.61748E-029  7.38076E-019  2.08710E-008  1.00000E-005  1.00000E-005  
3.84556E+001  3.68515E-003  1.05681E+017  2.52565E+002  3.56275E+004  1.00000E-040  1.00000E-040  9.74388E-031  5.27598E-021  6.28836E-031  1.58521E-022  3.40809E-040  8.58773E-013  1.16302E-029  1.16567E-034  2.51653E-011  2.57612E-018  4.88730E-011  3.49941E-022  2.05306E-036  2.19272E-017  5.73155E-019  6.88857E-031  1.10552E-010  2.14016E-036  1.55166E-029  2.11959E-001  5.32703E-021  2.74597E-036  4.44429E-011  1.04589E-013  1.35990E-021  2.38804E-012  5.05045E-020  5.47659E-006  1.00000E-040  7.12621E-016  9.34677E-021  4.21424E-015  1.87598E-028  3.62551E-031  1.05547E-032  4.02353E-014  2.20712E-008  9.95855E-028  2.61839E-017  6.96690E-020  6.48321E-022  1.00000E-040  3.89062E-009  1.39579E-021  1.00000E-040  5.36566E-023  1.21449E-008  3.53903E-016  4.52722E-006  6.44751E-015  1.51130E-028  9.13458E-016  2.33146E-040  7.06180E-017  2.72186E-013  1.00000E-040  5.75631E-019  1.63557E-009  3.63842E-004  2.94343E-016  1.00000E-040  3.23392E-022  1.99819E-016  1.00571E-010  6.40624E-023  1.10765E-016  3.05185E-007  9.82993E-023  2.70327E-018  1.50314E-012  8.08845E-020  1.92076E-018  5.30129E-031  1.77211E-029  4.27678E-019  1.11535E-024  1.00000E-040  4.00589E-014  1.00000E-040  3.51209E-008  5.73344E-025  7.49702E-026  1.96732E-007  1.05313E-031  4.42473E-028  7.47034E-012  7.38848E-027  8.79746E-009  2.06812E-027  7.80912E-011  7.87666E-001  3.06485E-034  5.87747E-023  2.19211E-031  5.93328E-029  1.28036E-018  2.08701E-008  1.00000E-005  1.00000E-005  
3.93396E+001  3.27630E-003  9.32467E+016  2.54488E+002  3.90877E+004  1.00000E-040  1.00000E-040  1.00000E-040  4.54136E-021  2.16588E-031  1.58502E-022  5.02700E-040  4.68151E-013  2.20618E-029  1.62972E-034  2.58806E-011  2.32098E-018  4.89155E-011  4.72486E-022  2.43511E-036  1.68282E-017  5.73076E-019  6.53106E-031  1.33064E-010  7.64121E-037  1.55143E-029  2.11955E-001  7.07564E-021  2.74270E-036  4.32548E-011  1.18967E-013  1.57653E-021  2.08059E-012  5.81582E-020  5.52562E-006  1.00000E-040  9.10878E-016  1.82732E-020  4.31911E-015  1.87608E-028  6.21609E-031  1.00000E-040  4.02182E-014  2.41736E-008  1.42243E-027  2.61798E-017  8.42175E-020  1.29317E-021  6.34170E-039  2.94796E-009  1.92738E-021  1.00000E-040  6.11394E-023  1.09427E-008  3.63549E-016  4.30050E-006  1.22289E-014  1.31891E-028  9.91895E-016  3.24119E-040  5.32926E-017  2.30104E-013  1.00000E-040  8.95706E-019  2.29879E-009  3.63826E-004  2.13055E-016  1.00000E-040  3.23389E-022  1.60851E-016  1.00842E-010  8.70208E-023  9.18039E-017  2.85737E-007  1.90675E-022  4.27588E-018  1.50317E-012  8.08786E-020  3.01217E-018  1.39382E-031  1.60128E-029  5.85661E-019  9.43770E-025  1.09160E-032  4.05052E-014  1.00000E-040  3.06618E-008  2.01652E-025  1.47423E-025  1.85642E-007  1.04010E-031  3.68554E-029  8.35861E-012  6.89002E-028  8.76067E-009  1.00000E-040  8.59320E-011  7.87671E-001  9.56228E-035  5.64691E-023  8.13446E-032  9.52988E-029  2.21544E-018  2.08692E-008  1.00000E-005  1.00000E-005  
4.02237E+001  2.91545E-003  8.23745E+016  2.56348E+002  4.27969E+004  1.00000E-040  1.00000E-040  1.62674E-029  3.81100E-021  1.28235E-031  1.58481E-022  7.27813E-040  2.46138E-013  4.05303E-029  2.03774E-034  2.59367E-011  1.95056E-018  4.87092E-011  6.04443E-022  2.85661E-036  1.27378E-017  5.72994E-019  6.16418E-031  1.58184E-010  4.51358E-037  1.55119E-029  2.11951E-001  1.09080E-020  2.73934E-036  4.29561E-011  1.29666E-013  1.81137E-021  1.81932E-012  6.66440E-020  5.57042E-006  1.00000E-040  1.16526E-015  3.47672E-020  4.39359E-015  1.87618E-028  1.06725E-030  1.00000E-040  4.01999E-014  2.61360E-008  1.99033E-027  2.61756E-017  1.00793E-019  2.50633E-021  1.44728E-037  2.17989E-009  2.51970E-021  1.00000E-040  6.29789E-023  9.62869E-009  3.55898E-016  4.08715E-006  2.30004E-014  1.16096E-028  1.01165E-015  4.54033E-040  3.92354E-017  1.91373E-013  1.00000E-040  1.36033E-018  3.24341E-009  3.63808E-004  1.49237E-016  1.00000E-040  3.23363E-022  1.22732E-016  1.01068E-010  1.19395E-022  7.30393E-017  2.67936E-007  3.61064E-022  6.78150E-018  1.50321E-012  8.08725E-020  4.64751E-018  6.45418E-032  1.39483E-029  7.59886E-019  8.03683E-025  3.39047E-032  3.88689E-014  1.00000E-040  2.68190E-008  6.79946E-026  2.79629E-025  1.75342E-007  9.86077E-032  3.38808E-030  8.97209E-012  7.25802E-029  8.75237E-009  1.00000E-040  9.51434E-011  7.87675E-001  4.91664E-035  5.22085E-023  5.26995E-032  1.47813E-028  3.83227E-018  2.08682E-008  1.00000E-005  1.00000E-005  
4.11077E+001  2.59654E-003  7.28770E+016  2.58060E+002  4.71481E+004  1.00000E-040  1.00000E-040  1.00000E-040  3.12403E-021  1.73107E-031  1.58460E-022  1.03452E-039  1.25256E-013  7.18096E-029  2.31111E-034  2.53746E-011  1.52198E-018  4.81869E-011  7.27571E-022  3.27938E-036  9.53007E-018  5.72911E-019  5.78994E-031  1.85656E-010  5.78778E-037  1.55095E-029  2.11946E-001  2.77640E-020  2.73590E-036  4.35201E-011  1.34273E-013  2.06589E-021  1.59893E-012  7.59920E-020  5.61094E-006  2.22275E-033  1.48937E-015  6.36207E-020  4.43283E-015  1.87628E-028  1.83088E-030  1.00000E-040  4.01804E-014  2.79052E-008  2.70854E-027  2.61713E-017  1.19315E-019  4.69012E-021  1.00000E-040  1.57343E-009  3.09039E-021  1.00000E-040  5.94097E-023  8.27482E-009  3.30471E-016  3.89289E-006  4.27339E-014  1.02932E-028  9.63243E-016  6.32400E-040  2.83596E-017  1.56598E-013  1.00000E-040  2.00557E-018  4.58331E-009  3.63787E-004  1.00316E-016  1.00000E-040  3.23318E-022  8.79415E-017  1.01254E-010  1.65208E-022  5.66793E-017  2.51788E-007  6.54771E-022  1.07425E-017  1.50328E-012  8.08663E-020  6.95987E-018  6.78490E-032  1.16619E-029  9.25696E-019  6.86936E-025  1.00000E-040  3.52141E-014  1.00000E-040  2.35198E-008  2.20936E-026  5.07546E-025  1.65884E-007  8.99694E-032  1.08393E-030  9.17941E-012  2.76126E-029  8.77652E-009  2.89416E-030  1.05934E-010  7.87680E-001  5.39300E-035  4.59714E-023  7.71179E-032  2.20525E-028  6.57932E-018  2.08672E-008  1.00000E-005  1.00000E-005  
4.19917E+001  2.31430E-003  6.45624E+016  2.59631E+002  5.23248E+004  1.00000E-040  1.00000E-040  1.00000E-040  2.51039E-021  3.21258E-031  1.58439E-022  1.44245E-039  6.19249E-014  1.22505E-028  2.42777E-034  2.42574E-011  1.10716E-018  4.73630E-011  8.23588E-022  3.64239E-036  7.07998E-018  5.72826E-019  5.41261E-031  2.15168E-010  9.69116E-037  1.55070E-029  2.11941E-001  1.15689E-019  2.73239E-036  4.48391E-011  1.31959E-013  2.34336E-021  1.41512E-012  8.62617E-020  5.64703E-006  1.19644E-036  1.89695E-015  1.11326E-019  4.43419E-015  1.87638E-028  3.13059E-030  4.22496E-034  4.01594E-014  2.94349E-008  3.58907E-027  2.61668E-017  1.39885E-019  8.43625E-021  1.00000E-040  1.10941E-009  3.55324E-021  1.00000E-040  5.23344E-023  6.95301E-009  2.91414E-016  3.71791E-006  7.82320E-014  9.20732E-029  8.57700E-016  8.65776E-040  2.03325E-017  1.26340E-013  1.00000E-040  2.86215E-018  6.47174E-009  3.63763E-004  6.45342E-017  1.00000E-040  3.23265E-022  5.90759E-017  1.01406E-010  2.30345E-022  4.42256E-017  2.37336E-007  1.12861E-021  1.69094E-017  1.50338E-012  8.08599E-020  1.01370E-017  9.59300E-032  9.34882E-030  1.05796E-018  5.89730E-025  1.00000E-040  3.01624E-014  1.00000E-040  2.07099E-008  6.98196E-027  8.76418E-025  1.57347E-007  7.98713E-032  1.60969E-030  8.94509E-012  4.80053E-029  8.83647E-009  1.05709E-028  1.18452E-010  7.87685E-001  7.55055E-035  3.83192E-023  1.51909E-031  3.15563E-028  1.11856E-017  2.08662E-008  1.00000E-005  1.00000E-005  
4.28758E+001  2.06419E-003  5.72634E+016  2.61089E+002  5.78525E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.99623E-021  6.03474E-031  1.58419E-022  1.97039E-039  2.98192E-014  2.01603E-028  2.42271E-034  2.26862E-011  7.59859E-019  4.62481E-011  8.81815E-022  3.88156E-036  5.25148E-018  5.72740E-019  5.03511E-031  2.46395E-010  1.56901E-036  1.55044E-029  2.11937E-001  5.23360E-019  2.72885E-036  4.66841E-011  1.23759E-013  2.64749E-021  1.26271E-012  9.75276E-020  5.67883E-006  2.02383E-039  2.39915E-015  1.85732E-019  4.39800E-015  1.87648E-028  5.34219E-030  1.00000E-040  4.01369E-014  3.06952E-008  4.64710E-027  2.61623E-017  1.62654E-019  1.45774E-020  1.00000E-040  7.65051E-010  3.85416E-021  1.00000E-040  4.41001E-023  5.72181E-009  2.45719E-016  3.55770E-006  1.40735E-013  8.32583E-029  7.20051E-016  1.15682E-039  1.46327E-017  1.00638E-013  1.00000E-040  3.95657E-018  9.10154E-009  3.63737E-004  3.98632E-017  1.00000E-040  3.23200E-022  3.74641E-017  1.01528E-010  3.23031E-022  3.60889E-017  2.24513E-007  1.84242E-021  2.63004E-017  1.50353E-012  8.08535E-020  1.44372E-017  1.37304E-031  7.19037E-030  1.14153E-018  5.09243E-025  1.00000E-040  2.46084E-014  1.00000E-040  1.83229E-008  2.16117E-027  1.43443E-024  1.49742E-007  6.99699E-032  2.73828E-030  8.34523E-012  9.52461E-029  8.93385E-009  6.19195E-027  1.32634E-010  7.87690E-001  1.00810E-034  3.02041E-023  2.99714E-031  4.33400E-028  1.87967E-017  2.08652E-008  1.00000E-005  1.00000E-005  
4.37598E+001  1.84227E-003  5.08597E+016  2.62359E+002  6.31529E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.60330E-021  1.09127E-030  1.58402E-022  2.63348E-039  1.40275E-014  3.21428E-028  2.34516E-034  2.08204E-011  4.99038E-019  4.47788E-011  9.01294E-022  3.95360E-036  3.90743E-018  5.72652E-019  4.65716E-031  2.79006E-010  2.37530E-036  1.55019E-029  2.11932E-001  2.13586E-018  2.72522E-036  4.87609E-011  1.11741E-013  2.98083E-021  1.13579E-012  1.09806E-019  5.70680E-006  2.83773E-039  3.00189E-015  2.93696E-019  4.32578E-015  1.87657E-028  9.07104E-030  1.00000E-040  4.01126E-014  3.16730E-008  5.85010E-027  2.61578E-017  1.87311E-019  2.42804E-020  1.00000E-040  5.17100E-010  3.98099E-021  1.00000E-040  3.62746E-023  4.61941E-009  2.00381E-016  3.40748E-006  2.47622E-013  7.59792E-029  5.75164E-016  1.50806E-039  1.06962E-017  7.90136E-014  1.00000E-040  5.31711E-018  1.26838E-008  3.63709E-004  2.38569E-017  1.00000E-040  3.23116E-022  2.27644E-017  1.01628E-010  4.51995E-022  3.17353E-017  2.13122E-007  2.84017E-021  4.02204E-017  1.50375E-012  8.08469E-020  1.98905E-017  1.91638E-031  5.30572E-030  1.17366E-018  4.41595E-025  1.08866E-032  1.93073E-014  1.00000E-040  1.62803E-008  6.55162E-028  2.22060E-024  1.43000E-007  6.10892E-032  4.29632E-030  7.51724E-012  1.74114E-028  9.06934E-009  1.36794E-029  1.48137E-010  7.87695E-001  1.24262E-034  2.25891E-023  5.66258E-031  5.74694E-028  3.09560E-017  2.08641E-008  1.00000E-005  1.00000E-005  
4.46439E+001  1.64516E-003  4.52080E+016  2.63578E+002  6.88868E+004  1.00000E-040  1.00000E-040  8.56604E-028  1.30837E-021  1.91607E-030  1.58388E-022  3.43987E-039  6.44482E-015  4.98286E-028  2.27130E-034  1.87353E-011  3.18768E-019  4.30166E-011  8.88896E-022  3.84957E-036  2.93173E-018  5.72561E-019  4.27958E-031  3.12451E-010  3.43101E-036  1.54992E-029  2.11927E-001  7.58469E-018  2.72150E-036  5.07120E-011  9.84186E-014  3.34732E-021  1.02974E-012  1.23164E-019  5.73131E-006  5.79253E-039  3.69928E-015  4.43603E-019  4.22007E-015  1.87665E-028  1.52461E-029  5.66093E-029  4.00858E-014  3.23675E-008  7.24421E-027  2.61530E-017  2.13939E-019  3.90911E-020  1.00000E-040  3.42626E-010  3.97108E-021  1.00000E-040  3.00044E-023  3.67046E-009  1.59692E-016  3.25509E-006  4.25253E-013  7.03368E-029  4.42208E-016  1.92221E-039  7.98364E-018  6.12292E-014  1.00000E-040  6.96360E-018  1.74592E-008  3.63679E-004  1.39834E-017  1.26880E-040  3.23026E-022  1.34718E-017  1.01710E-010  6.30998E-022  3.01177E-017  2.03007E-007  4.15861E-021  6.02404E-017  1.50407E-012  8.08401E-020  2.70826E-017  2.66576E-031  3.76048E-030  1.16602E-018  3.86146E-025  4.21165E-029  1.47218E-014  1.00000E-040  1.45216E-008  1.94264E-028  3.26075E-024  1.37069E-007  5.37793E-032  6.23545E-030  6.60622E-012  2.92986E-028  9.24593E-009  2.75226E-029  1.64498E-010  7.87700E-001  1.46306E-034  1.62136E-023  1.04479E-030  7.35543E-028  5.01597E-017  2.08631E-008  1.00000E-005  1.00000E-005  
4.55279E+001  1.46987E-003  4.02416E+016  2.64558E+002  7.60190E+004  1.00000E-040  1.00000E-040  1.00000E-040  1.10845E-021  3.09210E-030  1.58380E-022  4.39180E-039  2.91260E-015  7.50582E-028  2.24856E-034  1.66030E-011  2.01128E-019  4.09395E-011  8.54425E-022  3.59954E-036  2.22748E-018  5.72469E-019  3.90842E-031  3.46092E-010  4.53745E-036  1.54965E-029  2.11921E-001  2.37376E-017  2.71770E-036  5.22872E-011  8.53443E-014  3.75181E-021  9.41926E-013  1.37496E-019  5.75243E-006  6.32626E-039  4.47760E-015  6.35759E-019  4.08451E-015  1.87672E-028  2.51764E-029  4.15245E-034  4.00570E-014  3.27987E-008  8.69569E-027  2.61482E-017  2.41389E-019  6.08721E-020  1.00000E-040  2.23829E-010  3.85928E-021  1.00000E-040  2.54986E-023  2.87875E-009  1.25954E-016  3.09926E-006  7.08380E-013  6.58428E-029  3.30818E-016  2.41734E-039  6.14013E-018  4.66805E-014  1.00000E-040  8.87930E-018  2.36028E-008  3.63646E-004  8.16087E-018  2.15377E-040  3.22928E-022  7.91914E-018  1.01778E-010  8.66253E-022  3.02495E-017  1.94138E-007  5.75909E-021  8.77387E-017  1.50452E-012  8.08332E-020  3.54738E-017  3.51598E-031  2.57970E-030  1.12926E-018  3.39430E-025  1.00000E-040  1.10502E-014  1.00000E-040  1.30162E-008  5.67149E-029  4.55093E-024  1.31966E-007  4.78592E-032  8.36475E-030  5.72133E-012  4.50828E-028  9.46429E-009  4.11988E-029  1.81055E-010  7.87706E-001  1.56876E-034  1.14448E-023  1.76249E-030  9.11371E-028  7.88367E-017  2.08620E-008  1.00000E-005  1.00000E-005  
4.64119E+001  1.31385E-003  3.58402E+016  2.65517E+002  8.39824E+004  1.00000E-040  1.00000E-040  1.00000E-040  9.63836E-022  4.83224E-030  1.58382E-022  5.48615E-039  1.29574E-015  1.09997E-027  2.29969E-034  1.44551E-011  1.27362E-019  3.86989E-011  8.07694E-022  3.26148E-036  1.72054E-018  5.72375E-019  3.55033E-031  3.79017E-010  5.81582E-036  1.54937E-029  2.11916E-001  6.58884E-017  2.71385E-036  5.32307E-011  7.36557E-014  4.20226E-021  8.69899E-013  1.52888E-019  5.77028E-006  1.00000E-040  5.30784E-015  8.77809E-019  3.92514E-015  1.87678E-028  4.08958E-029  1.00000E-040  4.00256E-014  3.29960E-008  1.02942E-026  2.61433E-017  2.69843E-019  9.17878E-020  5.08728E-029  1.44410E-010  3.69656E-021  1.00000E-040  2.24710E-023  2.23876E-009  9.88517E-017  2.93081E-006  1.14520E-012  6.28166E-029  2.44110E-016  3.02602E-039  4.86002E-018  3.51425E-014  1.00000E-040  1.10227E-017  3.13183E-008  3.63612E-004  4.79397E-018  3.56198E-040  3.22822E-022  4.67635E-018  1.01834E-010  1.17579E-021  3.13328E-017  1.86463E-007  7.62283E-021  1.23819E-016  1.50516E-012  8.08262E-020  4.61494E-017  4.65068E-031  1.73438E-030  1.07847E-018  3.01818E-025  1.00000E-040  8.26411E-015  1.00000E-040  1.17364E-008  1.65531E-029  6.08274E-024  1.27686E-007  4.34182E-032  1.05985E-029  4.92698E-012  6.47138E-028  9.72778E-009  1.06287E-028  1.97282E-010  7.87711E-001  1.64920E-034  8.20802E-024  2.89843E-030  1.08777E-027  1.21427E-016  2.08609E-008  1.00000E-005  1.00000E-005  
4.72960E+001  1.17486E-003  3.19564E+016  2.66283E+002  9.19152E+004  1.00000E-040  1.00000E-040  3.91512E-028  8.66372E-022  7.25510E-030  1.58396E-022  6.59548E-039  5.71995E-016  1.57184E-027  2.46739E-034  1.24148E-011  8.15684E-020  3.63167E-011  7.54894E-022  2.89365E-036  1.35127E-018  5.72279E-019  3.20822E-031  4.10467E-010  7.26972E-036  1.54909E-029  2.11911E-001  1.65319E-016  2.70993E-036  5.35097E-011  6.35031E-014  4.70357E-021  8.10777E-013  1.69197E-019  5.78521E-006  1.00000E-040  6.16216E-015  1.16402E-018  3.74685E-015  1.87681E-028  6.51503E-029  1.00000E-040  3.99921E-014  3.29922E-008  1.18611E-026  2.61384E-017  2.97764E-019  1.34494E-019  6.80594E-027  9.24291E-011  3.50213E-021  1.00000E-040  2.08570E-023  1.73194E-009  7.77266E-017  2.75494E-006  1.79118E-012  6.08369E-029  1.78821E-016  3.81439E-039  3.96921E-018  2.61023E-014  1.00000E-040  1.33477E-017  4.06785E-008  3.63575E-004  2.86159E-018  5.57166E-040  3.22704E-022  2.80521E-018  1.01882E-010  1.56017E-021  3.28396E-017  1.79839E-007  9.64219E-021  1.68904E-016  1.50604E-012  8.08190E-020  5.82533E-017  6.11127E-031  1.15900E-030  1.01922E-018  2.70476E-025  1.00000E-040  6.20551E-015  1.00000E-040  1.06444E-008  4.84375E-030  7.82285E-024  1.24160E-007  4.00568E-032  1.27270E-029  4.24083E-012  8.67138E-028  1.00405E-008  5.67504E-027  2.12665E-010  7.87717E-001  1.69820E-034  6.15913E-024  4.59997E-030  1.25771E-027  1.81398E-016  2.08597E-008  1.00000E-005  1.00000E-005  
4.81800E+001  1.05093E-003  2.85076E+016  2.67011E+002  1.00410E+005  1.00000E-040  1.00000E-040  1.00000E-040  7.93550E-022  1.04195E-029  1.58427E-022  1.00000E-040  2.51200E-016  2.19653E-027  2.76708E-034  1.05104E-011  5.31932E-020  3.39068E-011  7.00986E-022  2.53928E-036  1.07890E-018  5.72181E-019  2.88448E-031  4.39903E-010  1.00000E-040  1.54880E-029  2.11905E-001  3.77656E-016  2.70593E-036  5.31192E-011  5.49397E-014  5.26325E-021  7.62134E-013  1.86499E-019  5.79758E-006  1.00000E-040  7.01171E-015  1.50138E-018  3.55557E-015  1.87682E-028  1.01912E-028  1.00000E-040  3.99557E-014  3.28183E-008  1.34784E-026  2.61333E-017  3.25395E-019  1.91919E-019  8.43999E-029  5.88271E-011  3.30170E-021  1.00000E-040  2.02945E-023  1.33750E-009  6.13126E-017  2.57257E-006  2.72120E-012  5.99805E-029  1.31049E-016  4.86144E-039  3.32766E-018  1.92143E-014  1.00000E-040  1.57950E-017  5.18424E-008  3.63537E-004  1.74204E-018  8.45050E-040  3.22566E-022  1.71295E-018  1.01925E-010  2.03788E-021  3.44634E-017  1.74127E-007  1.17608E-020  2.22676E-016  1.50722E-012  8.08117E-020  7.27819E-017  7.96773E-031  7.84359E-031  9.58910E-019  2.44943E-025  1.00000E-040  4.70539E-015  1.00000E-040  9.70803E-009  1.41685E-030  9.75243E-024  1.21316E-007  3.77294E-032  1.47061E-029  3.66161E-012  1.10287E-027  1.04093E-008  1.00000E-040  2.26986E-010  7.87722E-001  1.72496E-034  4.92162E-024  7.01424E-030  1.40775E-027  2.65342E-016  2.08586E-008  1.00000E-005  1.00000E-005  
