alt           press         den           temp          eddy          H2Oaer        H2SO4aer      NO2           CH3CHO        HO2           N2H3          SO            S3            N2O           NCO           CS2           N2H2          NS            CH2           CH2_1         C             CH3CN         CH            N2H4          S8            C2H2          H2CN          CH2NH         SO2           H2SO4         O2            HC3N          C3H3          H             H2CO          O_1           CS            C6H6          CH3O          N2H           O             HNO3          CH3O2         HS2           COS           HSO3          CH3CO         H2CCO         O3            C4H3          NH            C2            HNO2          CH2CN         NH2           CH2NH2        S2O           HNCO          S4            C4H5          NH3           N2O5          HCN           C2H4          C2H5          H2O           He            C2H3CN        SH            C2H3          CH3OOH        N_2D          HCS           CH3NH2        HCO           C2H6          CN            C4H2          CO2           N             H2S           HSO           H2            CH3           NO            C2H           CH4           NO3           C3H2          HNO           SO3           H2O2          C6H5          CH2OH         OH            CH3SH         N2            C3H4          CO            S             CH3S          S2            HCCO          CH3OH         H2Oaer_r      H2SO4aer_r    
3.46843E+001  8.22384E-003  3.30978E+017  1.79967E+002  1.00000E+005  9.02129E-023  1.65380E-011  9.69609E-010  9.57355E-011  2.48533E-011  2.69605E-019  4.08692E-016  5.65766E-031  8.03481E-007  3.12892E-020  3.20572E-031  3.02561E-019  2.00848E-022  1.80771E-023  6.13831E-021  1.19148E-037  3.51588E-011  6.94016E-025  8.83829E-019  2.75493E-034  5.22452E-009  5.32210E-015  7.68154E-014  3.14726E-010  1.64480E-014  1.99860E-001  1.47217E-003  2.61682E-014  1.14986E-018  4.15964E-008  9.55469E-021  2.41130E-032  2.71459E-006  4.99870E-016  4.40159E-023  6.80023E-015  6.35540E-010  1.14032E-011  8.52989E-024  7.57036E-017  2.89021E-023  4.64951E-012  7.44249E-012  6.57969E-008  3.01268E-011  2.98430E-025  1.00000E-040  2.02741E-014  5.75023E-015  4.35708E-017  8.10980E-015  2.65448E-037  1.08298E-013  1.05947E-038  8.18338E-017  5.13533E-011  2.81462E-010  4.71339E-011  7.80588E-008  4.18582E-012  1.95137E-006  1.00000E-040  3.00052E-007  5.11170E-015  9.17245E-027  2.58346E-007  1.00000E-040  1.58546E-035  6.33220E-010  5.82482E-021  9.06584E-007  5.08100E-031  6.51943E-012  3.45086E-004  1.15783E-030  3.52697E-014  5.72237E-012  1.62458E-006  4.56623E-013  2.87426E-011  3.25699E-025  7.09699E-003  1.20364E-014  2.97305E-011  6.40780E-015  5.12442E-016  2.37121E-008  1.57037E-008  3.91469E-024  7.49546E-015  4.37895E-013  7.42366E-001  4.88501E-002  5.22425E-007  2.51191E-025  9.30001E-016  1.09688E-024  7.21195E-012  1.16424E-009  1.00000E-005  1.00000E-005  
3.55407E+001  7.19977E-003  2.88849E+017  1.80536E+002  1.00000E+005  1.88861E-022  1.38066E-011  9.84710E-010  1.10310E-010  2.84779E-011  2.67427E-019  4.95316E-016  6.42833E-031  8.03442E-007  3.94094E-020  3.15188E-031  3.05017E-019  2.14112E-022  2.37599E-023  6.92291E-021  2.02773E-037  3.51570E-011  8.42243E-025  8.89102E-019  2.75457E-034  5.45443E-009  5.44078E-015  7.68154E-014  3.14854E-010  1.58271E-014  1.99859E-001  1.47215E-003  3.47057E-014  1.66849E-018  4.39243E-008  1.16042E-020  2.49252E-032  2.71186E-006  6.06830E-016  5.38276E-023  9.46815E-015  6.39290E-010  1.20814E-011  8.98645E-024  7.66441E-017  3.14036E-023  4.45502E-012  7.44242E-012  6.89743E-008  3.44094E-011  3.89479E-025  1.00000E-040  2.26128E-014  5.30963E-015  5.11423E-017  8.66871E-015  2.64266E-037  1.23407E-013  1.00692E-038  9.31427E-017  5.12373E-011  2.72483E-010  4.72741E-011  7.79263E-008  4.59191E-012  2.11669E-006  1.00000E-040  3.00047E-007  6.31362E-015  1.47820E-026  2.57522E-007  1.00000E-040  2.55220E-035  6.33219E-010  7.30891E-021  9.06635E-007  6.81071E-031  6.51934E-012  3.45429E-004  1.95495E-030  4.35792E-014  5.37993E-012  1.78012E-006  5.63850E-013  3.14945E-011  4.14305E-025  7.09672E-003  1.22798E-014  2.97330E-011  6.83652E-015  5.16321E-016  2.63371E-008  1.83427E-008  5.11436E-024  9.13308E-015  4.81622E-013  7.42367E-001  4.88497E-002  5.30026E-007  3.40993E-025  1.13035E-015  1.22732E-024  7.21068E-012  1.24967E-009  1.00000E-005  1.00000E-005  
3.63971E+001  6.30628E-003  2.52104E+017  1.81180E+002  1.00000E+005  4.08171E-022  1.15227E-011  1.00044E-009  1.27219E-010  3.26404E-011  2.64752E-019  5.96104E-016  7.42532E-031  8.03397E-007  4.94010E-020  3.09449E-031  3.07743E-019  2.30695E-022  3.15625E-023  7.74339E-021  3.43468E-037  3.51549E-011  1.01620E-024  8.94656E-019  2.75415E-034  5.72064E-009  5.57924E-015  7.68153E-014  3.15006E-010  1.51243E-014  1.99858E-001  1.47212E-003  4.69362E-014  2.43371E-018  4.63306E-008  1.40623E-020  2.56852E-032  2.70869E-006  7.33523E-016  6.47961E-023  1.31712E-014  6.42621E-010  1.27952E-011  9.42156E-024  7.76929E-017  3.38327E-023  4.26166E-012  7.44234E-012  7.21963E-008  3.93174E-011  5.07350E-025  3.65372E-035  2.50681E-014  4.85893E-015  5.95621E-017  9.23149E-015  2.62996E-037  1.40722E-013  9.34338E-039  1.06100E-016  5.11150E-011  2.63553E-010  4.74347E-011  7.77768E-008  5.02942E-012  2.30549E-006  1.00000E-040  3.00042E-007  7.70173E-015  2.42302E-026  2.56645E-007  1.00000E-040  4.09944E-035  6.33218E-010  9.15462E-021  9.06692E-007  9.15141E-031  6.51923E-012  3.45822E-004  3.37683E-030  5.31807E-014  5.01367E-012  1.95829E-006  6.93619E-013  3.44473E-011  5.25486E-025  7.09641E-003  1.24781E-014  2.97361E-011  7.26506E-015  5.14061E-016  2.92591E-008  2.14058E-008  6.69276E-024  1.10951E-014  5.29816E-013  7.42368E-001  4.88493E-002  5.38485E-007  4.56516E-025  1.35334E-015  1.36502E-024  7.20924E-012  1.34778E-009  1.00000E-005  1.00000E-005  
3.72535E+001  5.52653E-003  2.20124E+017  1.81845E+002  1.00000E+005  8.99165E-022  9.62514E-012  1.01683E-009  1.46809E-010  3.73801E-011  2.61536E-019  7.12618E-016  8.72673E-031  8.03347E-007  6.17357E-020  3.03332E-031  3.10746E-019  2.51503E-022  4.23869E-023  8.59391E-021  5.80684E-037  3.51526E-011  1.21923E-024  9.00501E-019  2.75367E-034  6.02843E-009  5.74050E-015  7.68153E-014  3.15181E-010  1.43728E-014  1.99857E-001  1.47209E-003  6.46888E-014  3.56680E-018  4.88063E-008  1.70003E-020  2.63707E-032  2.70502E-006  8.83418E-016  7.71614E-023  1.82842E-014  6.45541E-010  1.35468E-011  9.81686E-024  7.88599E-017  3.62049E-023  4.08454E-012  7.44225E-012  7.54719E-008  4.49403E-011  6.60204E-025  2.36331E-034  2.76106E-014  4.40352E-015  6.88936E-017  9.79243E-015  2.61645E-037  1.60558E-013  8.61415E-039  1.20942E-016  5.09861E-011  2.54697E-010  4.76185E-011  7.76084E-008  5.49130E-012  2.52108E-006  1.00000E-040  3.00035E-007  9.27607E-015  4.03683E-026  2.55713E-007  1.00000E-040  6.57387E-035  6.33216E-010  1.14413E-020  9.06754E-007  1.22935E-030  6.51911E-012  3.46272E-004  6.43090E-030  6.41054E-014  4.62559E-012  2.16234E-006  8.48922E-013  3.75843E-011  6.65156E-025  7.09606E-003  1.26256E-014  2.97399E-011  7.69283E-015  5.06488E-016  3.25097E-008  2.49624E-008  8.77259E-024  1.34375E-014  5.82099E-013  7.42369E-001  4.88488E-002  5.47906E-007  6.02394E-025  1.61908E-015  1.50754E-024  7.20760E-012  1.46043E-009  1.00000E-005  1.00000E-005  
3.81099E+001  4.84540E-003  1.92493E+017  1.82319E+002  1.00000E+005  2.00166E-021  8.04941E-012  1.03397E-009  1.69452E-010  4.25737E-011  2.57740E-019  8.46592E-016  1.04423E-030  8.03289E-007  7.71104E-020  2.96819E-031  3.14025E-019  2.77706E-022  5.71281E-023  9.44776E-021  9.82456E-037  3.51499E-011  1.45262E-024  9.06649E-019  2.75313E-034  6.38357E-009  5.92790E-015  7.68153E-014  3.15374E-010  1.36111E-014  1.99856E-001  1.47206E-003  9.06852E-014  5.21046E-018  5.13388E-008  2.04737E-020  2.69493E-032  2.70075E-006  1.06201E-015  9.24844E-023  2.51971E-014  6.48062E-010  1.43464E-011  1.01500E-023  8.01545E-017  3.87394E-023  3.94048E-012  7.44215E-012  7.88121E-008  5.13761E-011  8.61280E-025  1.95265E-033  3.02055E-014  3.94977E-015  7.91952E-017  1.03455E-014  2.60222E-037  1.83262E-013  7.88334E-039  1.37925E-016  5.08501E-011  2.45943E-010  4.78288E-011  7.74194E-008  5.96564E-012  2.76707E-006  1.00000E-040  3.00028E-007  1.10556E-014  6.82194E-026  2.54726E-007  1.00000E-040  1.05207E-034  6.33214E-010  1.42567E-020  9.06824E-007  1.62658E-030  6.51897E-012  3.46787E-004  1.54957E-029  7.64064E-014  4.21876E-012  2.39582E-006  1.02723E-012  4.08346E-011  8.40298E-025  7.09566E-003  1.27011E-014  2.97446E-011  8.12088E-015  4.96118E-016  3.61208E-008  2.90900E-008  1.15197E-023  1.62248E-014  6.37745E-013  7.42370E-001  4.88482E-002  5.58395E-007  7.86485E-025  1.97819E-015  1.65128E-024  7.20574E-012  1.58965E-009  1.00000E-005  1.00000E-005  
3.89663E+001  4.24969E-003  1.68488E+017  1.82686E+002  1.00000E+005  4.47958E-021  6.74496E-012  1.05187E-009  1.95558E-010  4.83542E-011  2.53331E-019  9.99873E-016  1.27286E-030  8.03225E-007  9.63750E-020  2.89887E-031  3.17569E-019  3.10834E-022  7.75649E-023  1.03193E-020  1.66969E-036  3.51469E-011  1.72236E-024  9.13127E-019  2.75250E-034  6.79246E-009  6.14517E-015  7.68152E-014  3.15581E-010  1.28563E-014  1.99855E-001  1.47202E-003  1.28919E-013  7.63655E-018  5.39153E-008  2.45897E-020  2.73723E-032  2.69581E-006  1.27390E-015  1.10983E-022  3.45636E-014  6.50191E-010  1.51960E-011  1.03992E-023  8.15855E-017  4.13837E-023  3.83340E-012  7.44204E-012  8.22301E-008  5.87330E-011  1.12492E-024  1.20110E-032  3.28166E-014  3.50434E-015  9.06449E-017  1.08850E-014  2.58746E-037  2.09216E-013  7.02033E-039  1.57336E-016  5.07067E-011  2.37317E-010  4.80691E-011  7.72083E-008  6.44597E-012  3.04745E-006  1.00000E-040  3.00020E-007  1.30057E-014  1.16666E-025  2.53680E-007  1.00000E-040  1.67988E-034  6.33212E-010  1.77199E-020  9.06902E-007  2.13763E-030  6.51881E-012  3.47376E-004  4.94420E-029  8.99164E-014  3.79778E-012  2.66264E-006  1.23321E-012  4.41916E-011  1.06132E-024  7.09520E-003  1.27196E-014  2.97504E-011  8.54724E-015  4.83026E-016  4.01267E-008  3.38759E-008  1.51578E-023  1.95429E-014  6.95674E-013  7.42372E-001  4.88476E-002  5.70070E-007  1.01234E-024  2.46587E-015  1.79156E-024  7.20361E-012  1.73769E-009  1.00000E-005  1.00000E-005  
3.98227E+001  3.72805E-003  1.47699E+017  1.82820E+002  1.00000E+005  1.00486E-020  5.66296E-012  1.07065E-009  2.25579E-010  5.46620E-011  2.48283E-019  1.17447E-015  1.58134E-030  8.03152E-007  1.20835E-019  2.82515E-031  3.21364E-019  3.52920E-022  1.05483E-022  1.11975E-020  2.86113E-036  3.51434E-011  2.03240E-024  9.19971E-019  2.75179E-034  7.26228E-009  6.39654E-015  7.68151E-014  3.15799E-010  1.21286E-014  1.99853E-001  1.47198E-003  1.85058E-013  1.11934E-017  5.65226E-008  2.94339E-020  2.75642E-032  2.69009E-006  1.52664E-015  1.34802E-022  4.70608E-014  6.51941E-010  1.61044E-011  1.05430E-023  8.31607E-017  4.43419E-023  3.76872E-012  7.44190E-012  8.57428E-008  6.71324E-011  1.47437E-024  6.04922E-032  3.54082E-014  3.07390E-015  1.03446E-016  1.14057E-014  2.57240E-037  2.38847E-013  6.23631E-039  1.79493E-016  5.05554E-011  2.28846E-010  4.83433E-011  7.69733E-008  6.92165E-012  3.36669E-006  1.00000E-040  3.00010E-007  1.51101E-014  2.01134E-025  2.52576E-007  1.00000E-040  2.67483E-034  6.33209E-010  2.19655E-020  9.06989E-007  2.76893E-030  6.51863E-012  3.48048E-004  2.05877E-028  1.04429E-013  3.36825E-012  2.96721E-006  1.46407E-012  4.75763E-011  1.34116E-024  7.09468E-003  1.26753E-014  2.97575E-011  8.96916E-015  4.69099E-016  4.45643E-008  3.94173E-008  1.99945E-023  2.34948E-014  7.54428E-013  7.42373E-001  4.88469E-002  5.83060E-007  1.28727E-024  3.16084E-015  1.92270E-024  7.20119E-012  1.90708E-009  1.00000E-005  1.00000E-005  
4.06791E+001  3.27076E-003  1.29566E+017  1.82842E+002  1.00000E+005  2.25660E-020  4.76670E-012  1.09040E-009  2.60017E-010  6.17664E-011  2.42574E-019  1.37219E-015  2.00338E-030  8.03069E-007  1.52259E-019  2.74676E-031  3.25384E-019  4.06691E-022  1.44441E-022  1.21207E-020  4.97300E-036  3.51395E-011  2.39439E-024  9.27227E-019  2.75099E-034  7.80117E-009  6.68683E-015  7.68150E-014  3.16022E-010  1.14322E-014  1.99851E-001  1.47193E-003  2.66828E-013  1.65743E-017  5.91494E-008  3.51643E-020  2.74073E-032  2.68349E-006  1.82695E-015  1.64411E-022  6.38406E-014  6.53317E-010  1.70654E-011  1.05647E-023  8.48867E-017  4.75298E-023  3.74252E-012  7.44175E-012  8.93696E-008  7.67115E-011  1.93580E-024  2.57743E-031  3.79473E-014  2.66458E-015  1.17988E-016  1.19031E-014  2.55735E-037  2.72642E-013  5.39643E-039  2.04757E-016  5.03956E-011  2.20548E-010  4.86558E-011  7.67128E-008  7.38687E-012  3.72983E-006  1.00000E-040  2.99999E-007  1.72749E-014  3.48039E-025  2.51409E-007  1.00000E-040  4.24894E-034  6.33206E-010  2.71778E-020  9.07085E-007  3.57825E-030  6.51842E-012  3.48815E-004  1.56773E-027  1.19398E-013  2.93727E-012  3.31451E-006  1.72699E-012  5.09709E-011  1.69957E-024  7.09408E-003  1.25895E-014  2.97662E-011  9.37882E-015  4.54007E-016  4.94746E-008  4.58212E-008  2.64493E-023  2.82166E-014  8.12206E-013  7.42375E-001  4.88460E-002  5.97512E-007  1.61045E-024  4.13234E-015  2.03841E-024  7.19843E-012  2.10070E-009  1.00000E-005  1.00000E-005  
4.15355E+001  2.86952E-003  1.13781E+017  1.82666E+002  1.00000E+005  5.06758E-020  4.02223E-012  1.11130E-009  2.99429E-010  6.97362E-011  2.36193E-019  1.59497E-015  2.58987E-030  8.02976E-007  1.93477E-019  2.66345E-031  3.29596E-019  4.75870E-022  1.98230E-022  1.31015E-020  8.81123E-036  3.51351E-011  2.81962E-024  9.34951E-019  2.75007E-034  8.41836E-009  7.02153E-015  7.68148E-014  3.16243E-010  1.07766E-014  1.99849E-001  1.47188E-003  3.84118E-013  2.47781E-017  6.17863E-008  4.19153E-020  2.67167E-032  2.67588E-006  2.18548E-015  2.03000E-022  8.61303E-014  6.54324E-010  1.80788E-011  1.04520E-023  8.67680E-017  5.11476E-023  3.75561E-012  7.44158E-012  9.31344E-008  8.76260E-011  2.55110E-024  9.45522E-031  4.04053E-014  2.28176E-015  1.34764E-016  1.23737E-014  2.54274E-037  3.11149E-013  4.74134E-039  2.33537E-016  5.02267E-011  2.12440E-010  4.90117E-011  7.64251E-008  7.83065E-012  4.14261E-006  1.00000E-040  2.99987E-007  1.94230E-014  6.01194E-025  2.50177E-007  1.00000E-040  6.73779E-034  6.33201E-010  3.35710E-020  9.07191E-007  4.59680E-030  6.51819E-012  3.49688E-004  2.13646E-026  1.34195E-013  2.51262E-012  3.71019E-006  2.01997E-012  5.42732E-011  2.16324E-024  7.09341E-003  1.24634E-014  2.97769E-011  9.76731E-015  4.39117E-016  5.49019E-008  5.32042E-008  3.51056E-023  3.38752E-014  8.66896E-013  7.42377E-001  4.88451E-002  6.13587E-007  1.98459E-024  5.51758E-015  2.13211E-024  7.19529E-012  2.32180E-009  1.00000E-005  1.00000E-005  
4.23919E+001  2.51722E-003  9.99511E+016  1.82411E+002  1.00000E+005  1.13769E-019  3.40415E-012  1.13352E-009  3.44441E-010  7.90193E-011  2.29133E-019  1.84438E-015  3.41909E-030  8.02871E-007  2.48667E-019  2.57496E-031  3.33958E-019  5.65607E-022  2.74119E-022  1.42075E-020  1.60034E-035  3.51301E-011  3.33206E-024  9.43200E-019  2.74902E-034  9.12442E-009  7.40701E-015  7.68145E-014  3.16456E-010  1.01605E-014  1.99847E-001  1.47181E-003  5.48757E-013  3.77350E-017  6.44266E-008  4.99171E-020  2.52056E-032  2.66713E-006  2.61238E-015  2.51917E-022  1.15979E-013  6.54962E-010  1.91265E-011  1.02003E-023  8.88065E-017  5.51132E-023  3.80283E-012  7.44139E-012  9.70640E-008  1.00053E-010  3.37029E-024  3.03506E-030  4.27599E-014  1.92972E-015  1.54573E-016  1.28143E-014  2.52908E-037  3.54996E-013  4.15693E-039  2.66302E-016  5.00479E-011  2.04535E-010  4.94168E-011  7.61085E-008  8.24563E-012  4.61156E-006  1.00000E-040  2.99973E-007  2.13878E-014  1.03129E-024  2.48876E-007  1.00000E-040  1.06896E-033  6.33196E-010  4.14397E-020  9.07310E-007  5.94559E-030  6.51792E-012  3.50682E-004  2.82320E-025  1.47796E-013  2.10309E-012  4.16069E-006  2.35308E-012  5.74413E-011  2.77428E-024  7.09263E-003  1.23160E-014  2.97899E-011  1.01216E-014  4.23998E-016  6.08942E-008  6.16903E-008  4.67706E-023  4.06899E-014  9.16180E-013  7.42380E-001  4.88440E-002  6.31472E-007  2.40070E-024  7.45556E-015  2.19753E-024  7.19176E-012  2.57414E-009  1.00000E-005  1.00000E-005  
4.32483E+001  2.20776E-003  8.78430E+016  1.82038E+002  1.00000E+005  2.55197E-019  2.88990E-012  1.15729E-009  3.95754E-010  8.99065E-011  2.21397E-019  2.12228E-015  4.61442E-030  8.02751E-007  3.24518E-019  2.48103E-031  3.38417E-019  6.83150E-022  3.80970E-022  1.54884E-020  2.98531E-035  3.51244E-011  3.96107E-024  9.52034E-019  2.74783E-034  9.93148E-009  7.85063E-015  7.68141E-014  3.16656E-010  9.58703E-015  1.99844E-001  1.47174E-003  7.73725E-013  5.84658E-017  6.70663E-008  5.93935E-020  2.24441E-032  2.65711E-006  3.12238E-015  3.15741E-022  1.55778E-013  6.55230E-010  2.01944E-011  9.81112E-024  9.10010E-017  5.95795E-023  3.88441E-012  7.44117E-012  1.01190E-007  1.14197E-010  4.47036E-024  8.65445E-030  4.49987E-014  1.61161E-015  1.78462E-016  1.32223E-014  2.51704E-037  4.04904E-013  2.86890E-039  3.03587E-016  4.98586E-011  1.96839E-010  4.98777E-011  7.57614E-008  8.61962E-012  5.14420E-006  1.00000E-040  2.99957E-007  2.30180E-014  1.74812E-024  2.47498E-007  1.00000E-040  1.70165E-033  6.33191E-010  5.11376E-020  9.07441E-007  7.74842E-030  6.51762E-012  3.51813E-004  2.91647E-024  1.59123E-013  1.71735E-012  4.67343E-006  2.72806E-012  6.03755E-011  3.59451E-024  7.09176E-003  1.21520E-014  2.98059E-011  1.04300E-014  4.09385E-016  6.75024E-008  7.14081E-008  6.25715E-023  4.89295E-014  9.57649E-013  7.42382E-001  4.88427E-002  6.51380E-007  2.85239E-024  1.01736E-014  2.22928E-024  7.18780E-012  2.86202E-009  1.00000E-005  1.00000E-005  
4.41048E+001  1.93584E-003  7.72193E+016  1.81577E+002  1.00000E+005  5.71654E-019  2.46142E-012  1.18285E-009  4.54148E-010  1.02855E-010  2.12995E-019  2.43096E-015  6.37424E-030  8.02617E-007  4.31317E-019  2.38153E-031  3.42907E-019  8.38811E-022  5.32592E-022  1.70240E-020  5.71100E-035  3.51180E-011  4.75189E-024  9.61502E-019  2.74647E-034  1.08533E-008  8.36085E-015  7.68136E-014  3.16837E-010  9.05516E-015  1.99841E-001  1.47166E-003  1.07213E-012  9.20846E-017  6.97046E-008  7.06463E-020  1.79066E-032  2.64570E-006  3.73245E-015  3.99635E-022  2.08950E-013  6.55121E-010  2.12617E-011  9.29438E-024  9.33456E-017  6.45940E-023  3.99975E-012  7.44092E-012  1.05545E-007  1.30289E-010  5.95642E-024  2.22316E-029  4.71219E-014  1.32930E-015  2.07889E-016  1.35948E-014  2.50748E-037  4.61690E-013  2.49170E-039  3.46001E-016  4.96578E-011  1.89359E-010  5.04019E-011  7.53823E-008  8.94105E-012  5.74903E-006  1.00000E-040  2.99939E-007  2.41284E-014  2.91696E-024  2.46035E-007  1.00000E-040  2.72946E-033  6.33183E-010  6.31220E-020  9.07587E-007  1.02300E-029  6.51728E-012  3.53099E-004  2.32551E-023  1.66961E-013  1.36380E-012  5.25680E-006  3.15179E-012  6.30219E-011  4.72001E-024  7.09076E-003  1.19800E-014  2.98255E-011  1.06825E-014  3.95333E-016  7.47769E-008  8.24845E-008  8.40733E-023  5.89295E-014  9.88986E-013  7.42385E-001  4.88413E-002  6.73548E-007  3.32823E-024  1.39399E-014  2.22357E-024  7.18343E-012  3.19035E-009  1.00000E-005  1.00000E-005  
4.49612E+001  1.69685E-003  6.78957E+016  1.81016E+002  1.00000E+005  1.27776E-018  2.10354E-012  1.21043E-009  5.20495E-010  1.18259E-010  2.03951E-019  2.77398E-015  9.02576E-030  8.02464E-007  5.84834E-019  2.27642E-031  3.47352E-019  1.04734E-021  7.47867E-022  1.88925E-020  1.11298E-034  3.51108E-011  5.76494E-024  9.71642E-019  2.74492E-034  1.19058E-008  8.94746E-015  7.68128E-014  3.16993E-010  8.56329E-015  1.99837E-001  1.47156E-003  1.45612E-012  1.46634E-016  7.23436E-008  8.40203E-020  1.14991E-032  2.63276E-006  4.46474E-015  5.12338E-022  2.79904E-013  6.54627E-010  2.23131E-011  8.66730E-024  9.58295E-017  7.02819E-023  4.14946E-012  7.44063E-012  1.10166E-007  1.48593E-010  7.98263E-024  5.21367E-029  4.91462E-014  1.08339E-015  2.44719E-016  1.39278E-014  2.50145E-037  5.26287E-013  7.68134E-040  3.94238E-016  4.94450E-011  1.82099E-010  5.09980E-011  7.49696E-008  9.19834E-012  6.43577E-006  1.00000E-040  2.99918E-007  2.45598E-014  4.77939E-024  2.44478E-007  1.00000E-040  4.43288E-033  6.33175E-010  7.79612E-020  9.07748E-007  1.36929E-029  6.51689E-012  3.54562E-004  1.46518E-022  1.70201E-013  1.04958E-012  5.92040E-006  3.62824E-012  6.53511E-011  6.29685E-024  7.08963E-003  1.18044E-014  2.98496E-011  1.08731E-014  3.82086E-016  8.27654E-008  9.50375E-008  1.13456E-022  7.10996E-014  1.00818E-012  7.42389E-001  4.88397E-002  6.98250E-007  3.82181E-024  1.90616E-014  2.17895E-024  7.17873E-012  3.56475E-009  1.00000E-005  1.00000E-005  
4.58176E+001  1.48678E-003  5.96958E+016  1.80392E+002  1.00000E+005  2.84694E-018  1.80422E-012  1.24024E-009  5.95773E-010  1.36590E-010  1.94295E-019  3.15702E-015  1.31227E-029  8.02292E-007  8.08342E-019  2.16586E-031  3.51660E-019  1.32936E-021  1.05602E-021  2.11932E-020  2.18432E-034  3.51025E-011  7.08377E-024  9.82463E-019  2.74317E-034  1.31069E-008  9.62187E-015  7.68118E-014  3.17120E-010  8.10690E-015  1.99833E-001  1.47146E-003  1.93618E-012  2.34891E-016  7.49902E-008  9.99680E-020  4.99893E-033  2.61819E-006  5.34613E-015  6.64656E-022  3.74936E-013  6.53737E-010  2.33397E-011  7.95392E-024  9.84374E-017  7.66732E-023  4.33171E-012  7.44030E-012  1.15089E-007  1.69410E-010  1.07645E-023  1.13014E-028  5.11081E-014  8.73255E-016  2.91286E-016  1.42158E-014  2.50030E-037  5.99763E-013  2.08407E-038  4.49091E-016  4.92194E-011  1.75060E-010  5.16758E-011  7.45223E-008  9.38393E-012  7.21553E-006  1.00000E-040  2.99894E-007  2.41784E-014  7.68176E-024  2.42812E-007  1.00000E-040  7.32321E-033  6.33165E-010  9.63901E-020  9.07927E-007  1.86213E-029  6.51644E-012  3.56226E-004  7.48990E-022  1.67955E-013  7.79987E-013  6.67520E-006  4.16710E-012  6.74192E-011  8.54815E-024  7.08834E-003  1.16308E-014  2.98795E-011  1.10007E-014  3.69450E-016  9.15105E-008  1.09169E-007  1.53754E-022  8.59470E-014  1.01377E-012  7.42393E-001  4.88379E-002  7.25791E-007  4.33282E-024  2.57909E-014  2.09678E-024  7.17389E-012  3.99170E-009  1.00000E-005  1.00000E-005  
4.66740E+001  1.30214E-003  5.24786E+016  1.79718E+002  1.00000E+005  6.31344E-018  1.55355E-012  1.27244E-009  6.81087E-010  1.58203E-010  1.84070E-019  3.58888E-015  1.96303E-029  8.02096E-007  1.13514E-018  2.05018E-031  3.55726E-019  1.71159E-021  1.49931E-021  2.40198E-020  4.24762E-034  3.50932E-011  8.81421E-024  9.93940E-019  2.74117E-034  1.44774E-008  1.03974E-014  7.68102E-014  3.17216E-010  7.68154E-015  1.99829E-001  1.47134E-003  2.52082E-012  3.76100E-016  7.76552E-008  1.19027E-019  1.48474E-033  2.60190E-006  6.41178E-015  8.72745E-022  5.02501E-013  6.52436E-010  2.43504E-011  7.18271E-024  1.01151E-016  8.38443E-023  4.54373E-012  7.43993E-012  1.20351E-007  1.93086E-010  1.46140E-023  2.29066E-028  5.30658E-014  6.97137E-016  3.50302E-016  1.44509E-014  2.50571E-037  6.83346E-013  1.07764E-036  5.11471E-016  4.89807E-011  1.68243E-010  5.24466E-011  7.40392E-008  9.49418E-012  8.10106E-006  1.00000E-040  2.99868E-007  2.29376E-014  1.21134E-023  2.41021E-007  1.00000E-040  1.23384E-032  6.33153E-010  1.19345E-019  9.08125E-007  2.56715E-029  6.51594E-012  3.58119E-004  3.18652E-021  1.59852E-013  5.57681E-013  7.53382E-006  4.77765E-012  6.93403E-011  1.18068E-023  7.08688E-003  1.14621E-014  2.99166E-011  1.10710E-014  3.57370E-016  1.01046E-007  1.24958E-007  2.09220E-022  1.04101E-013  1.00503E-012  7.42397E-001  4.88358E-002  7.56524E-007  4.88031E-024  3.42630E-014  1.98137E-024  7.16922E-012  4.47865E-009  1.00000E-005  1.00000E-005  
